,Replica,run,conf,frame,tpore,x0,y0,x1,y1,x2,y2,x3,y3,membrane
141,APM_3,22,9,25,2.5,37,249,,,,,,,APM
142,APM_3,23,9,43,4.3,12,184,56.0,244.0,,,,,APM
143,APM_3,24,9,37,3.7,293,116,,,,,,,APM
144,APM_3,25,9,13,1.3,153,265,,,,,,,APM
145,APM_3,26,9,31,3.1,29,249,,,,,,,APM
146,APM_3,27,10,7,10.7,275,87,280.0,10.0,,,,,APM
147,APM_3,28,9,33,3.3,285,118,,,,,,,APM
148,APM_3,29,9,31,3.1,153,7,,,,,,,APM
149,APM_3,30,9,66,6.6,135,297,300.0,118.0,,,,,APM
150,APM_3,31,9,45,4.5,13,244,,,,,,,APM
151,APM_3,32,9,88,8.8,239,278,,,,,,,APM
152,APM_3,33,9,43,4.3,32,240,,,,,,,APM
153,APM_3,34,9,49,4.9,107,67,,,,,,,APM
154,APM_3,35,9,33,3.3,47,3,,,,,,,APM
155,APM_3,36,9,14,1.4,41,235,,,,,,,APM
156,APM_3,37,9,27,2.7,177,20,,,,,,,APM
157,APM_3,38,9,21,2.1,293,127,,,,,,,APM
158,APM_3,39,9,23,2.3,231,261,,,,,,,APM
159,APM_3,40,9,94,9.4,212,294,250.0,70.0,,,,,APM
160,APM_3,41,9,20,2.0,58,261,286.0,8.0,,,,,APM
161,APM_3,42,9,37,3.7,53,132,,,,,,,APM
162,APM_3,43,9,40,4.0,107,65,,,,,,,APM
163,APM_3,44,9,59,5.9,56,290,,,,,,,APM
164,APM_3,45,9,56,5.6,39,237,290.0,305.0,,,,,APM
165,APM_3,46,9,34,3.4,35,237,,,,,,,APM
166,APM_3,47,9,19,1.9,59,288,,,,,,,APM
167,APM_3,48,9,39,3.9,247,254,,,,,,,APM
168,APM_3,49,9,25,2.5,31,250,,,,,,,APM
169,APM_3,50,9,37,3.7,245,285,,,,,,,APM
170,APM_3,51,9,21,2.1,30,234,,,,,,,APM
171,APM_3,52,9,58,5.8,74,292,,,,,,,APM
172,APM_3,53,9,45,4.5,20,9,,,,,,,APM
173,APM_3,54,9,71,7.1,124,172,,,,,,,APM
174,APM_3,55,9,38,3.8,181,285,,,,,,,APM
175,APM_3,56,9,34,3.4,282,40,,,,,,,APM
176,APM_3,57,9,31,3.1,49,240,,,,,,,APM
177,APM_3,58,9,27,2.7,146,283,,,,,,,APM
178,APM_3,59,9,37,3.7,297,35,,,,,,,APM
179,APM_3,60,9,51,5.1,81,130,152.0,86.0,,,,,APM
180,APM_4,1,9,19,1.9,6,42,160.0,111.0,,,,,APM
181,APM_4,2,9,70,7.0,39,219,,,,,,,APM
182,APM_4,3,9,37,3.7,12,296,,,,,,,APM
183,APM_4,4,9,31,3.1,58,212,,,,,,,APM
184,APM_4,5,9,19,1.9,162,114,,,,,,,APM
185,APM_4,6,9,15,1.5,148,172,,,,,,,APM
186,APM_4,7,9,14,1.4,164,97,,,,,,,APM
187,APM_4,8,9,58,5.8,153,162,,,,,,,APM
188,APM_4,9,9,19,1.9,184,139,,,,,,,APM
189,APM_4,10,9,51,5.1,222,275,,,,,,,APM
190,APM_4,11,9,35,3.5,90,246,,,,,,,APM
191,APM_4,12,9,49,4.9,55,225,,,,,,,APM
192,APM_4,13,9,25,2.5,53,127,,,,,,,APM
193,APM_4,14,9,70,7.0,64,115,85.0,202.0,,,,,APM
194,APM_4,15,9,68,6.8,290,224,,,,,,,APM
195,APM_4,16,9,33,3.3,48,123,,,,,,,APM
196,APM_4,17,9,25,2.5,215,279,,,,,,,APM
197,APM_4,18,9,33,3.3,6,95,,,,,,,APM
198,APM_4,19,9,25,2.5,40,88,,,,,,,APM
199,APM_4,20,9,55,5.5,48,221,,,,,,,APM
200,APM_4,21,9,25,2.5,25,26,,,,,,,APM
201,APM_4,22,9,28,2.8,33,85,,,,,,,APM
202,APM_4,23,9,34,3.4,78,262,,,,,,,APM
203,APM_4,24,9,49,4.9,79,72,,,,,,,APM
204,APM_4,25,9,26,2.6,278,216,,,,,,,APM
205,APM_4,26,9,11,1.1,13,45,,,,,,,APM
206,APM_4,27,9,31,3.1,8,31,,,,,,,APM
207,APM_4,28,9,40,4.0,152,163,,,,,,,APM
208,APM_4,29,9,25,2.5,168,115,,,,,,,APM
209,APM_4,30,9,37,3.7,121,77,,,,,,,APM
210,APM_4,31,9,27,2.7,259,5,,,,,,,APM
211,APM_4,32,9,33,3.3,47,254,,,,,,,APM
212,APM_4,33,9,49,4.9,36,70,,,,,,,APM
213,APM_4,34,9,63,6.3,159,111,,,,,,,APM
214,APM_4,35,9,25,2.5,184,266,,,,,,,APM
215,APM_4,36,9,55,5.5,116,236,,,,,,,APM
216,APM_4,37,9,15,1.5,218,262,,,,,,,APM
217,APM_4,38,9,22,2.2,45,83,,,,,,,APM
218,APM_4,39,9,56,5.6,246,15,,,,,,,APM
219,APM_4,40,9,79,7.9,181,130,,,,,,,APM
220,APM_4,41,9,25,2.5,292,213,,,,,,,APM
221,APM_4,42,9,40,4.0,61,117,172.0,108.0,,,,,APM
222,APM_4,43,9,32,3.2,158,178,,,,,,,APM
223,APM_4,44,9,38,3.8,296,213,,,,,,,APM
224,APM_4,45,9,14,1.4,23,89,,,,,,,APM
225,APM_4,46,9,61,6.1,165,96,,,,,,,APM
226,APM_4,47,9,13,1.3,125,166,,,,,,,APM
227,APM_4,48,9,56,5.6,295,224,,,,,,,APM
228,APM_4,49,9,50,5.0,276,214,,,,,,,APM
229,APM_4,50,9,67,6.7,280,182,,,,,,,APM
230,APM_4,51,9,69,6.9,49,191,,,,,,,APM
231,APM_4,52,9,22,2.2,194,275,,,,,,,APM
232,APM_4,53,9,29,2.9,149,165,,,,,,,APM
233,APM_4,54,9,50,5.0,101,258,,,,,,,APM
234,APM_4,55,9,31,3.1,297,45,,,,,,,APM
235,APM_4,56,9,57,5.7,12,51,,,,,,,APM
236,APM_4,57,9,71,7.1,182,283,,,,,,,APM
237,APM_4,58,9,66,6.6,53,62,,,,,,,APM
238,APM_4,59,9,31,3.1,295,231,80.0,283.0,241.0,207.0,,,APM
239,APM_4,60,9,19,1.9,248,56,,,,,,,APM
0,BPM_1,1,9,25,2.5,28,85,,,,,,,BPM
1,BPM_1,2,9,37,3.7,22,79,,,,,,,BPM
2,BPM_1,3,9,70,7.0,132,125,,,,,,,BPM
3,BPM_1,4,9,77,7.7,92,142,,,,,,,BPM
4,BPM_1,5,9,48,4.8,6,207,,,,,,,BPM
5,BPM_1,6,9,50,5.0,62,55,,,,,,,BPM
6,BPM_1,7,9,37,3.7,197,89,,,,,,,BPM
7,BPM_1,8,9,27,2.7,4,16,5.0,218.0,,,,,BPM
8,BPM_1,9,9,55,5.5,296,29,,,,,,,BPM
9,BPM_1,10,9,44,4.4,209,57,,,,,,,BPM
10,BPM_1,11,10,12,11.2,291,60,,,,,,,BPM
11,BPM_1,12,9,25,2.5,44,80,,,,,,,BPM
12,BPM_1,13,9,13,1.3,58,69,,,,,,,BPM
13,BPM_1,14,9,28,2.8,14,211,,,,,,,BPM
14,BPM_1,15,9,43,4.3,20,68,,,,,,,BPM
15,BPM_1,16,9,62,6.2,5,8,,,,,,,BPM
16,BPM_1,17,9,38,3.8,232,109,,,,,,,BPM
17,BPM_1,18,9,43,4.3,76,50,,,,,,,BPM
18,BPM_1,19,9,52,5.2,52,61,,,,,,,BPM
19,BPM_1,20,9,25,2.5,13,91,,,,,,,BPM
20,BPM_1,21,9,43,4.3,56,139,,,,,,,BPM
21,BPM_1,22,9,43,4.3,59,53,217.0,125.0,,,,,BPM
22,BPM_1,23,9,34,3.4,65,62,,,,,,,BPM
23,BPM_1,24,9,65,6.5,35,84,119.0,121.0,,,,,BPM
24,BPM_1,25,9,19,1.9,33,74,,,,,,,BPM
25,BPM_1,26,9,61,6.1,27,234,,,,,,,BPM
26,BPM_1,27,9,69,6.9,31,65,,,,,,,BPM
27,BPM_1,28,9,46,4.6,50,84,,,,,,,BPM
28,BPM_1,29,9,56,5.6,237,95,,,,,,,BPM
29,BPM_1,30,9,25,2.5,188,99,,,,,,,BPM
30,BPM_1,31,9,20,2.0,184,80,,,,,,,BPM
31,BPM_1,32,9,20,2.0,142,27,,,,,,,BPM
32,BPM_1,33,9,46,4.6,49,72,,,,,,,BPM
33,BPM_1,34,9,25,2.5,53,76,,,,,,,BPM
34,BPM_1,35,9,31,3.1,20,221,,,,,,,BPM
35,BPM_1,36,9,59,5.9,8,207,,,,,,,BPM
36,BPM_1,37,9,32,3.2,182,100,,,,,,,BPM
37,BPM_1,38,9,34,3.4,188,99,,,,,,,BPM
38,BPM_1,39,9,56,5.6,269,69,,,,,,,BPM
39,BPM_1,40,9,37,3.7,47,85,,,,,,,BPM
40,BPM_1,41,9,43,4.3,170,87,,,,,,,BPM
41,BPM_1,42,9,63,6.3,75,73,,,,,,,BPM
42,BPM_1,43,9,50,5.0,199,197,,,,,,,BPM
43,BPM_1,44,9,59,5.9,276,289,,,,,,,BPM
44,BPM_1,45,9,49,4.9,29,234,,,,,,,BPM
45,BPM_1,46,9,19,1.9,24,57,,,,,,,BPM
46,BPM_1,47,9,63,6.3,33,68,,,,,,,BPM
47,BPM_1,48,9,62,6.2,19,94,70.0,149.0,,,,,BPM
48,BPM_1,49,9,19,1.9,189,98,,,,,,,BPM
49,BPM_1,50,9,61,6.1,59,64,,,,,,,BPM
50,BPM_1,51,9,32,3.2,15,85,,,,,,,BPM
51,BPM_1,52,9,43,4.3,72,75,,,,,,,BPM
52,BPM_1,53,9,43,4.3,26,66,,,,,,,BPM
53,BPM_1,54,9,39,3.9,44,82,,,,,,,BPM
54,BPM_1,55,9,31,3.1,45,67,,,,,,,BPM
55,BPM_1,56,9,43,4.3,60,61,,,,,,,BPM
56,BPM_1,57,9,68,6.8,9,66,,,,,,,BPM
57,BPM_1,58,9,31,3.1,110,292,,,,,,,BPM
58,BPM_1,59,9,25,2.5,18,224,,,,,,,BPM
59,BPM_1,60,9,61,6.1,11,211,,,,,,,BPM
60,BPM_2,1,9,49,4.9,8,218,,,,,,,BPM
61,BPM_2,2,9,45,4.5,289,276,,,,,,,BPM
62,BPM_2,3,9,43,4.3,216,208,,,,,,,BPM
63,BPM_2,4,9,37,3.7,276,102,,,,,,,BPM
64,BPM_2,5,9,39,3.9,232,109,,,,,,,BPM
65,BPM_2,6,9,55,5.5,296,57,,,,,,,BPM
66,BPM_2,7,9,46,4.6,70,95,,,,,,,BPM
67,BPM_2,8,9,32,3.2,71,94,,,,,,,BPM
68,BPM_2,9,9,44,4.4,47,101,,,,,,,BPM
69,BPM_2,10,10,31,13.1,72,143,64.0,228.0,,,,,BPM
70,BPM_2,11,9,49,4.9,232,99,,,,,,,BPM
71,BPM_2,12,9,34,3.4,215,214,54.0,53.0,,,,,BPM
72,BPM_2,13,10,13,11.3,225,209,,,,,,,BPM
73,BPM_2,14,9,43,4.3,275,137,,,,,,,BPM
74,BPM_2,15,9,61,6.1,104,180,,,,,,,BPM
75,BPM_2,16,9,31,3.1,295,295,,,,,,,BPM
76,BPM_2,17,9,79,7.9,67,133,,,,,,,BPM
77,BPM_2,18,9,23,2.3,69,98,,,,,,,BPM
78,BPM_2,19,9,43,4.3,31,205,,,,,,,BPM
79,BPM_2,20,9,43,4.3,292,272,,,,,,,BPM
80,BPM_2,21,9,74,7.4,142,297,,,,,,,BPM
81,BPM_2,22,9,90,9.0,154,47,,,,,,,BPM
82,BPM_2,23,9,43,4.3,15,218,,,,,,,BPM
83,BPM_2,24,9,74,7.4,9,26,,,,,,,BPM
84,BPM_2,25,9,97,9.7,15,209,,,,,,,BPM
85,BPM_2,26,9,94,9.4,32,195,,,,,,,BPM
86,BPM_2,27,9,34,3.4,295,287,,,,,,,BPM
87,BPM_2,28,9,44,4.4,292,284,,,,,,,BPM
88,BPM_2,29,9,20,2.0,290,61,,,,,,,BPM
89,BPM_2,30,9,38,3.8,42,93,,,,,,,BPM
90,BPM_2,31,9,43,4.3,71,86,,,,,,,BPM
91,BPM_2,32,9,73,7.3,126,16,,,,,,,BPM
92,BPM_2,33,9,141,14.1,144,17,,,,,,,BPM
93,BPM_2,34,9,105,10.5,280,52,,,,,,,BPM
94,BPM_2,35,9,37,3.7,276,132,,,,,,,BPM
95,BPM_2,36,9,68,6.8,283,274,,,,,,,BPM
96,BPM_2,37,9,63,6.3,29,172,48.0,132.0,,,,,BPM
97,BPM_2,38,9,57,5.7,126,33,,,,,,,BPM
98,BPM_2,39,9,31,3.1,290,297,,,,,,,BPM
99,BPM_2,40,9,43,4.3,143,17,,,,,,,BPM
100,BPM_2,41,9,49,4.9,288,268,,,,,,,BPM
101,BPM_2,42,9,43,4.3,274,285,,,,,,,BPM
102,BPM_2,43,9,73,7.3,255,286,,,,,,,BPM
103,BPM_2,44,9,99,9.9,92,183,,,,,,,BPM
104,BPM_2,45,9,51,5.1,7,234,,,,,,,BPM
105,BPM_2,46,9,37,3.7,34,205,,,,,,,BPM
106,BPM_2,47,9,19,1.9,215,210,,,,,,,BPM
107,BPM_2,48,9,80,8.0,105,131,,,,,,,BPM
108,BPM_2,49,9,31,3.1,288,294,,,,,,,BPM
109,BPM_2,50,9,21,2.1,272,232,,,,,,,BPM
110,BPM_2,51,9,32,3.2,217,211,,,,,,,BPM
111,BPM_2,52,9,25,2.5,36,100,,,,,,,BPM
112,BPM_2,53,9,70,7.0,134,51,,,,,,,BPM
113,BPM_2,54,9,25,2.5,292,291,,,,,,,BPM
114,BPM_2,55,9,67,6.7,295,75,212.0,212.0,,,,,BPM
115,BPM_2,56,9,84,8.4,56,105,,,,,,,BPM
116,BPM_2,57,9,98,9.8,280,276,,,,,,,BPM
117,BPM_2,58,9,37,3.7,14,207,,,,,,,BPM
118,BPM_2,59,9,25,2.5,38,198,,,,,,,BPM
119,BPM_2,60,9,43,4.3,261,76,,,,,,,BPM
120,BPM_3,1,9,55,5.5,82,155,,,,,,,BPM
121,BPM_3,2,10,90,19.0,240,161,,,,,,,BPM
122,BPM_3,3,10,60,16.0,242,169,,,,,,,BPM
123,BPM_3,4,9,44,4.4,194,220,,,,,,,BPM
124,BPM_3,5,10,57,15.7,243,195,,,,,,,BPM
125,BPM_3,6,10,62,16.2,166,236,239.0,143.0,,,,,BPM
126,BPM_3,7,10,16,11.6,216,212,,,,,,,BPM
127,BPM_3,8,9,50,5.0,255,204,,,,,,,BPM
128,BPM_3,9,10,10,11.0,138,224,,,,,,,BPM
129,BPM_3,10,9,32,3.2,128,250,,,,,,,BPM
130,BPM_3,11,10,57,15.7,104,186,,,,,,,BPM
131,BPM_3,12,10,45,14.5,228,192,,,,,,,BPM
132,BPM_3,13,9,87,8.7,45,295,,,,,,,BPM
133,BPM_3,14,10,6,10.6,171,201,149.0,243.0,,,,,BPM
134,BPM_3,15,9,49,4.9,122,237,,,,,,,BPM
135,BPM_3,16,9,45,4.5,156,240,,,,,,,BPM
136,BPM_3,17,10,25,12.5,171,196,,,,,,,BPM
137,BPM_3,18,9,89,8.9,121,237,,,,,,,BPM
138,BPM_3,19,10,99,19.9,182,87,198.0,208.0,,,,,BPM
139,BPM_3,20,9,85,8.5,274,169,,,,,,,BPM
140,BPM_3,21,9,38,3.8,126,238,,,,,,,BPM
141,BPM_3,22,10,16,11.6,210,220,,,,,,,BPM
142,BPM_3,23,10,35,13.5,184,210,,,,,,,BPM
143,BPM_3,24,10,37,13.7,129,249,,,,,,,BPM
144,BPM_3,25,10,11,11.1,61,19,,,,,,,BPM
145,BPM_3,26,9,73,7.3,128,250,,,,,,,BPM
146,BPM_3,27,9,73,7.3,199,200,,,,,,,BPM
147,BPM_3,28,10,81,18.1,207,215,,,,,,,BPM
148,BPM_3,29,9,71,7.1,178,219,,,,,,,BPM
149,BPM_3,30,9,55,5.5,202,212,,,,,,,BPM
150,BPM_3,31,9,60,6.0,156,222,,,,,,,BPM
151,BPM_3,32,9,33,3.3,126,255,,,,,,,BPM
152,BPM_3,33,9,77,7.7,193,215,,,,,,,BPM
153,BPM_3,34,9,105,10.5,198,222,,,,,,,BPM
154,BPM_3,35,9,82,8.2,192,210,,,,,,,BPM
155,BPM_3,36,9,78,7.8,214,215,,,,,,,BPM
156,BPM_3,37,9,116,11.6,163,226,,,,,,,BPM
157,BPM_3,38,9,19,1.9,123,255,,,,,,,BPM
158,BPM_3,39,9,100,10.0,192,224,,,,,,,BPM
159,BPM_3,40,9,198,19.8,193,220,,,,,,,BPM
160,BPM_3,41,9,37,3.7,207,215,,,,,,,BPM
161,BPM_3,42,9,28,2.8,169,244,,,,,,,BPM
162,BPM_3,43,9,19,1.9,141,238,,,,,,,BPM
163,BPM_3,44,9,88,8.8,241,10,,,,,,,BPM
164,BPM_3,45,9,92,9.2,203,72,,,,,,,BPM
165,BPM_3,46,9,125,12.5,177,204,,,,,,,BPM
166,BPM_3,47,9,32,3.2,99,200,,,,,,,BPM
167,BPM_3,48,9,51,5.1,167,245,,,,,,,BPM
168,BPM_3,49,9,93,9.3,168,215,,,,,,,BPM
169,BPM_3,50,9,65,6.5,59,282,,,,,,,BPM
170,BPM_3,51,9,151,15.1,233,211,,,,,,,BPM
171,BPM_3,52,9,87,8.7,230,207,,,,,,,BPM
172,BPM_3,53,9,88,8.8,93,108,,,,,,,BPM
173,BPM_3,54,9,92,9.2,129,229,,,,,,,BPM
174,BPM_3,55,9,85,8.5,218,212,,,,,,,BPM
175,BPM_3,56,9,108,10.8,95,105,,,,,,,BPM
176,BPM_3,57,9,31,3.1,126,255,,,,,,,BPM
177,BPM_3,58,9,50,5.0,133,246,,,,,,,BPM
178,BPM_3,59,9,43,4.3,123,240,,,,,,,BPM
179,BPM_3,60,9,63,6.3,120,233,,,,,,,BPM
180,BPM_4,1,9,66,6.6,4,134,,,,,,,BPM
181,BPM_4,2,9,37,3.7,63,124,,,,,,,BPM
182,BPM_4,3,9,31,3.1,150,57,,,,,,,BPM
183,BPM_4,4,9,97,9.7,117,238,,,,,,,BPM
184,BPM_4,5,9,69,6.9,180,85,,,,,,,BPM
185,BPM_4,6,9,31,3.1,147,199,,,,,,,BPM
186,BPM_4,7,9,91,9.1,299,40,,,,,,,BPM
187,BPM_4,8,9,55,5.5,153,93,,,,,,,BPM
188,BPM_4,9,11,11,21.1,118,194,,,,,,,BPM
189,BPM_4,10,9,89,8.9,273,56,,,,,,,BPM
190,BPM_4,11,9,90,9.0,142,59,,,,,,,BPM
191,BPM_4,12,10,12,11.2,193,67,,,,,,,BPM
192,BPM_4,13,9,39,3.9,197,64,,,,,,,BPM
193,BPM_4,14,9,88,8.8,268,135,,,,,,,BPM
194,BPM_4,15,9,43,4.3,93,231,,,,,,,BPM
195,BPM_4,16,9,80,8.0,218,76,,,,,,,BPM
196,BPM_4,17,10,2,10.2,236,53,,,,,,,BPM
197,BPM_4,18,9,31,3.1,53,143,,,,,,,BPM
198,BPM_4,19,10,3,10.3,70,144,,,,,,,BPM
199,BPM_4,20,9,81,8.1,128,200,,,,,,,BPM
200,BPM_4,21,9,25,2.5,180,64,,,,,,,BPM
201,BPM_4,22,9,49,4.9,64,133,,,,,,,BPM
202,BPM_4,23,9,94,9.4,204,79,,,,,,,BPM
203,BPM_4,24,9,73,7.3,79,142,,,,,,,BPM
204,BPM_4,25,9,37,3.7,185,65,,,,,,,BPM
205,BPM_4,26,9,77,7.7,153,35,,,,,,,BPM
206,BPM_4,27,9,98,9.8,115,245,,,,,,,BPM
207,BPM_4,28,9,55,5.5,151,72,,,,,,,BPM
208,BPM_4,29,9,98,9.8,77,144,,,,,,,BPM
209,BPM_4,30,9,85,8.5,155,84,,,,,,,BPM
210,BPM_4,31,9,77,7.7,173,108,,,,,,,BPM
211,BPM_4,32,9,43,4.3,62,126,,,,,,,BPM
212,BPM_4,33,9,43,4.3,63,135,,,,,,,BPM
213,BPM_4,34,9,33,3.3,110,242,,,,,,,BPM
214,BPM_4,35,9,49,4.9,180,60,,,,,,,BPM
215,BPM_4,36,9,87,8.7,176,85,,,,,,,BPM
216,BPM_4,37,9,117,11.7,122,250,,,,,,,BPM
217,BPM_4,38,9,98,9.8,247,59,,,,,,,BPM
218,BPM_4,39,9,69,6.9,219,94,,,,,,,BPM
219,BPM_4,40,9,52,5.2,166,122,,,,,,,BPM
220,BPM_4,41,9,82,8.2,163,84,,,,,,,BPM
221,BPM_4,42,9,73,7.3,193,69,,,,,,,BPM
222,BPM_4,43,9,70,7.0,189,59,,,,,,,BPM
223,BPM_4,44,9,90,9.0,53,153,,,,,,,BPM
224,BPM_4,45,9,89,8.9,120,253,142.0,201.0,,,,,BPM
225,BPM_4,46,9,115,11.5,204,68,269.0,155.0,,,,,BPM
226,BPM_4,47,9,61,6.1,63,130,,,,,,,BPM
227,BPM_4,48,9,50,5.0,263,58,,,,,,,BPM
228,BPM_4,49,9,89,8.9,151,51,58.0,124.0,,,,,BPM
229,BPM_4,50,9,86,8.6,200,111,,,,,,,BPM
230,BPM_4,51,9,62,6.2,187,245,,,,,,,BPM
231,BPM_4,52,9,69,6.9,166,117,196.0,77.0,,,,,BPM
232,BPM_4,53,9,72,7.2,301,50,,,,,,,BPM
233,BPM_4,54,9,39,3.9,169,44,,,,,,,BPM
234,BPM_4,55,9,93,9.3,163,41,,,,,,,BPM
235,BPM_4,56,9,88,8.8,183,91,,,,,,,BPM
236,BPM_4,57,9,55,5.5,152,60,,,,,,,BPM
237,BPM_4,58,9,43,4.3,21,71,,,,,,,BPM
238,BPM_4,59,9,122,12.2,166,55,,,,,,,BPM
239,BPM_4,60,9,78,7.8,173,58,,,,,,,BPM
0,BPM-hyp_1,1,9,26,2.6,191,90,,,,,,,BPM-hyp
1,BPM-hyp_1,2,9,25,2.5,184,88,,,,,,,BPM-hyp
2,BPM-hyp_1,3,9,31,3.1,186,112,,,,,,,BPM-hyp
3,BPM-hyp_1,4,9,50,5.0,191,101,,,,,,,BPM-hyp
4,BPM-hyp_1,5,9,25,2.5,9,204,,,,,,,BPM-hyp
5,BPM-hyp_1,6,9,37,3.7,37,80,188.0,102.0,,,,,BPM-hyp
6,BPM-hyp_1,7,9,25,2.5,46,77,199.0,94.0,7.0,228.0,,,BPM-hyp
7,BPM-hyp_1,8,9,31,3.1,33,78,,,,,,,BPM-hyp
8,BPM-hyp_1,9,9,53,5.3,8,219,,,,,,,BPM-hyp
9,BPM-hyp_1,10,9,25,2.5,66,72,,,,,,,BPM-hyp
10,BPM-hyp_1,11,9,31,3.1,60,154,,,,,,,BPM-hyp
11,BPM-hyp_1,12,9,32,3.2,106,55,,,,,,,BPM-hyp
12,BPM-hyp_1,13,9,44,4.4,36,88,,,,,,,BPM-hyp
13,BPM-hyp_1,14,9,31,3.1,182,96,,,,,,,BPM-hyp
14,BPM-hyp_1,15,9,25,2.5,34,86,,,,,,,BPM-hyp
15,BPM-hyp_1,16,9,15,1.5,191,93,,,,,,,BPM-hyp
16,BPM-hyp_1,17,9,33,3.3,15,294,,,,,,,BPM-hyp
17,BPM-hyp_1,18,9,40,4.0,14,217,,,,,,,BPM-hyp
18,BPM-hyp_1,19,9,25,2.5,14,92,,,,,,,BPM-hyp
19,BPM-hyp_1,20,9,32,3.2,78,142,,,,,,,BPM-hyp
20,BPM-hyp_1,21,9,35,3.5,50,85,,,,,,,BPM-hyp
21,BPM-hyp_1,22,9,31,3.1,35,85,,,,,,,BPM-hyp
22,BPM-hyp_1,23,9,13,1.3,190,91,,,,,,,BPM-hyp
23,BPM-hyp_1,24,9,19,1.9,47,83,,,,,,,BPM-hyp
24,BPM-hyp_1,25,9,49,4.9,51,87,,,,,,,BPM-hyp
25,BPM-hyp_1,26,9,31,3.1,29,84,292.0,36.0,,,,,BPM-hyp
26,BPM-hyp_1,27,9,25,2.5,11,207,,,,,,,BPM-hyp
27,BPM-hyp_1,28,9,25,2.5,189,103,,,,,,,BPM-hyp
28,BPM-hyp_1,29,9,40,4.0,219,96,,,,,,,BPM-hyp
29,BPM-hyp_1,30,9,32,3.2,144,13,,,,,,,BPM-hyp
30,BPM-hyp_1,31,9,19,1.9,70,145,,,,,,,BPM-hyp
31,BPM-hyp_1,32,9,27,2.7,35,77,188.0,83.0,,,,,BPM-hyp
32,BPM-hyp_1,33,9,22,2.2,34,71,,,,,,,BPM-hyp
33,BPM-hyp_1,34,9,50,5.0,296,10,,,,,,,BPM-hyp
34,BPM-hyp_1,35,9,25,2.5,39,74,,,,,,,BPM-hyp
35,BPM-hyp_1,36,9,22,2.2,194,77,,,,,,,BPM-hyp
36,BPM-hyp_1,37,9,49,4.9,64,151,,,,,,,BPM-hyp
37,BPM-hyp_1,38,9,14,1.4,38,77,,,,,,,BPM-hyp
38,BPM-hyp_1,39,9,38,3.8,183,73,,,,,,,BPM-hyp
39,BPM-hyp_1,40,9,25,2.5,182,94,,,,,,,BPM-hyp
40,BPM-hyp_1,41,9,45,4.5,198,72,,,,,,,BPM-hyp
41,BPM-hyp_1,42,9,20,2.0,123,31,,,,,,,BPM-hyp
42,BPM-hyp_1,43,9,37,3.7,92,56,,,,,,,BPM-hyp
43,BPM-hyp_1,44,9,32,3.2,106,5,,,,,,,BPM-hyp
44,BPM-hyp_1,45,9,39,3.9,81,147,,,,,,,BPM-hyp
45,BPM-hyp_1,46,9,20,2.0,192,87,,,,,,,BPM-hyp
46,BPM-hyp_1,47,9,61,6.1,30,75,,,,,,,BPM-hyp
47,BPM-hyp_1,48,9,49,4.9,69,55,,,,,,,BPM-hyp
48,BPM-hyp_1,49,9,53,5.3,77,57,,,,,,,BPM-hyp
49,BPM-hyp_1,50,9,15,1.5,45,79,,,,,,,BPM-hyp
50,BPM-hyp_1,51,9,25,2.5,47,86,,,,,,,BPM-hyp
51,BPM-hyp_1,52,9,8,0.8,36,80,,,,,,,BPM-hyp
52,BPM-hyp_1,53,9,55,5.5,48,23,,,,,,,BPM-hyp
53,BPM-hyp_1,54,9,35,3.5,225,265,189.0,110.0,,,,,BPM-hyp
54,BPM-hyp_1,55,9,37,3.7,196,88,,,,,,,BPM-hyp
55,BPM-hyp_1,56,9,28,2.8,30,75,,,,,,,BPM-hyp
56,BPM-hyp_1,57,9,27,2.7,30,53,,,,,,,BPM-hyp
57,BPM-hyp_1,58,9,19,1.9,149,15,,,,,,,BPM-hyp
58,BPM-hyp_1,59,9,32,3.2,190,104,,,,,,,BPM-hyp
59,BPM-hyp_1,60,9,21,2.1,136,21,295.0,240.0,,,,,BPM-hyp
60,BPM-hyp_2,1,9,55,5.5,214,207,,,,,,,BPM-hyp
61,BPM-hyp_2,2,9,44,4.4,117,28,,,,,,,BPM-hyp
62,BPM-hyp_2,3,9,49,4.9,32,196,,,,,,,BPM-hyp
63,BPM-hyp_2,4,9,49,4.9,8,277,,,,,,,BPM-hyp
64,BPM-hyp_2,5,9,37,3.7,294,64,217.0,213.0,,,,,BPM-hyp
65,BPM-hyp_2,6,9,34,3.4,53,91,,,,,,,BPM-hyp
66,BPM-hyp_2,7,9,25,2.5,294,290,,,,,,,BPM-hyp
67,BPM-hyp_2,8,9,44,4.4,14,205,,,,,,,BPM-hyp
68,BPM-hyp_2,9,9,25,2.5,77,92,,,,,,,BPM-hyp
69,BPM-hyp_2,10,9,27,2.7,52,40,,,,,,,BPM-hyp
70,BPM-hyp_2,11,9,19,1.9,29,199,,,,,,,BPM-hyp
71,BPM-hyp_2,12,9,38,3.8,296,271,,,,,,,BPM-hyp
72,BPM-hyp_2,13,9,15,1.5,290,290,,,,,,,BPM-hyp
73,BPM-hyp_2,14,9,50,5.0,27,192,,,,,,,BPM-hyp
74,BPM-hyp_2,15,9,37,3.7,227,221,,,,,,,BPM-hyp
75,BPM-hyp_2,16,9,31,3.1,216,216,,,,,,,BPM-hyp
76,BPM-hyp_2,17,9,20,2.0,27,202,,,,,,,BPM-hyp
