,x_rel,y_rel,tpore,frame,parea_mean,densS7_mean,mcurv_mean,charg_mean,order_mean_mean,parea_diff,densS7_diff,FS,MU,PU,ZWIT,NCHG,SUG,CHOL,PC,PE,SM,PS,GM,CE,LPC,DAG,PI,PA,PIP
0,0.2052832746,0.3844988318,1.4,1,59.86316248,0.9236266103,0.008251449213,-0.149604804,0.2317440386,9.437903036,-0.1601596253,0.1428557956,0.5424014838,0.8280596559,1.214107327,0.2992096081,0.01090388337,0.4866830647,0.6941622907,0.1653399204,0.3546051161,0.2883057247,0.0,0.0,0.0,0.0,0.01090388337,0.0,0.0
1,0.6484344706,0.9742809383,2.8,1,63.27523964,0.9558024742,0.001008520758,-0.1496211799,0.2196816444,0.4782797029,-0.0629810296,0.2031616878,0.3069017251,0.9911284448,1.279390967,0.2218008904,0.1306808008,0.4988081423,0.4657863845,0.5377032509,0.1570175069,0.01367862014,0.03005032808,0.0,0.118883825,0.0,0.1006304727,0.07744146943,0.0
2,0.5409051363,0.322588003,5.2,1,58.59421419,0.9977952264,-0.004235570006,-0.1058898226,0.2627401289,-9.475562727,0.04256034135,0.3459712589,0.5587429555,0.5350358058,1.073947653,0.2117796453,0.02787651289,0.5602499797,0.4412983868,0.2455871246,0.3870621412,0.1839031324,0.0,0.01451164111,0.0,0.1395110813,0.02787651289,0.0,0.0
3,0.8276500279,0.4268588726,3.4,1,60.34647528,0.9264238476,0.002393933904,-0.2140981384,0.2139447131,6.829858679,-0.1472382682,0.1792280005,0.4811130308,0.7086783013,1.076411397,0.2926079359,0.07965385904,0.6309806674,0.6510695776,0.2123311242,0.1813876456,0.07736573594,0.07965385904,0.0,0.03162304929,0.0,0.0,0.1355883409,0.0
4,0.755963805,0.544163601,4.2,1,63.56140085,0.9185481672,0.005028279512,-0.140619416,0.1867378638,3.574071484,-0.07208777522,0.04716195395,0.4758035242,1.08767147,1.332088436,0.2762649501,0.04602514916,0.389363052,0.7159037781,0.5342989467,0.0818857115,0.2252659192,0.0,0.002283561656,0.0,0.0,0.04602514916,0.004973881768,0.0
5,0.886302392,0.3160710736,1.1,1,63.42313227,0.9404121934,-0.008189341085,-0.07973396564,0.1427899632,-7.274774737,-0.06407150095,0.04018788134,0.4371311581,0.5368576943,0.8913541868,0.122822547,0.07952991456,0.9858232662,0.4656652926,0.2391859502,0.1865029439,0.02003645186,0.0,0.0,0.0,0.0,0.07618261365,0.02325618061,0.00334730091
6,0.1824740219,0.3844988318,1.5,1,61.41955946,0.9177495261,-0.001214897324,-0.1226211028,0.2177351711,7.169150085,-0.1749633021,0.1915414081,0.4475886497,0.8052426702,1.196819779,0.2452422055,0.0,0.5556272719,0.588229618,0.1909237762,0.4176663849,0.2452422055,0.0,0.00231074341,0.0,0.0,0.0,0.0,0.0
7,0.07168622289,0.7624807343,4.3,1,57.24312835,0.9753138555,-0.0007328992373,-0.09702812247,0.1739213278,-11.15109731,0.1769955894,0.06176229738,0.6109579463,0.7751876471,1.249799266,0.1940562449,0.1153621081,0.5520921092,0.4959020007,0.4804181461,0.2643291936,0.07869413682,0.06176229738,0.0,0.009149925763,0.004052379706,0.05359981075,0.0,0.0
8,0.06191082886,0.02606771741,2.3,1,66.73342665,0.8228816211,0.01255897714,-0.113010944,0.1583604792,7.927475178,-0.119399719,0.130595527,0.5660033919,0.6975757343,1.176428843,0.2177458105,0.05253903851,0.6058253468,0.4028881646,0.479230041,0.2943106371,0.1569306945,0.05253903851,0.0,0.0,0.0,0.0,0.008276077477,0.0
9,0.4561850547,0.4366342667,4.4,1,51.06652633,1.050161973,-0.01131333477,-0.1904524995,0.2383274354,-15.66916408,0.2563034391,0.02073208309,0.4814603484,0.7541428515,0.8754302839,0.3809049991,0.0484490193,0.743664717,0.3694912825,0.3702890929,0.1356499085,0.3324559798,0.04606123676,0.0,0.0,0.0,0.002387782539,0.0,0.0
