,x_rel,y_rel,tpore,frame,parea_mean,densS7_mean,mcurv_mean,charg_mean,order_mean_mean,parea_diff,densS7_diff,FS,MU,PU,ZWIT,NCHG,SUG,CHOL,PC,PE,SM,PS,GM,CE,LPC,DAG,PI,PA,PIP
0,-0.003258630319,0.1173106915,1.8,1,72.55381891,0.8393122507,-0.008950175291,-0.1702954462,0.3227276807,-29.79108258,0.2238436027,0.1826947766,0.3494000169,1.185456259,1.588919725,0.1286313278,0.1247234815,0.2824489477,0.8083527879,0.4613911981,0.2892218911,0.003907846273,0.01874369915,0.0,0.02995384732,0.0,0.0,0.0,0.1059797824
1,0.03258630319,0.8016230586,6.7,1,64.73876351,0.9401101467,0.02322448754,-0.05170761502,0.3127616816,-3.867368218,-0.09127815415,0.6430256221,0.4536285557,0.5232489402,1.506381983,0.10341523,0.07219187405,0.3800968821,0.5543907486,0.1760453705,0.7040357499,0.031223356,0.03908999958,0.0,0.07191011445,0.01010590443,0.03310187447,0.0,0.0
2,0.03584493351,0.9612959442,3.6,1,64.6928418,0.9004893294,-0.001983729536,-0.1688304568,0.287905597,5.354813098,-0.07524834378,0.1855577285,1.006983349,0.3528456215,1.273163853,0.2660902877,0.236130694,0.4546133009,0.5136928854,0.4408253128,0.3186456548,0.02995959371,0.2242022563,0.002142176289,0.0,0.003990382179,0.0,0.0,0.01192843766
3,0.2052937101,0.7006055187,2.9,1,61.3153701,0.9185187177,-0.0137608741,-0.2634357465,0.259810243,-5.847604755,-0.08504216284,0.09722631486,0.4498096818,0.9016692641,1.293357873,0.1553473878,0.1490587787,0.5512947392,0.7002535587,0.3357296475,0.2573746668,0.002429248842,0.0,0.0,0.0,0.0,0.05714259248,0.003859360227,0.09191618622
4,0.5344153724,0.3454148139,1.4,1,60.27956062,0.9097094089,-0.0002108650087,-0.1067609942,0.2331338215,-18.79352846,0.1508573308,0.1865938912,0.1424767198,1.243755921,1.359304544,0.2135219885,0.1480987583,0.4271734678,0.4727756935,0.6974450299,0.1890838203,0.0654232302,0.03727441426,0.0,0.0,0.0,0.110824344,0.0,0.0
5,0.4855359176,0.5670016756,1.5,1,60.74997878,0.9419658652,0.004384073505,-0.031633146,0.270990811,-6.641381073,-0.01303756602,0.09189159045,0.3468875959,1.13098319,1.506496084,0.06326629201,0.0,0.4302376239,0.7369887979,0.6776156957,0.09189159045,0.06326629201,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.5376740027,0.316087141,1.4,1,59.71081101,0.9155530787,1.72e-06,-0.1528220996,0.2260613764,-18.00041584,0.1573820738,0.2243046213,0.1847039798,1.148811954,1.252176356,0.3056441991,0.274527581,0.4421794453,0.4853916025,0.6560400964,0.1107446567,0.03111661816,0.2485607098,0.0,0.0,0.0,0.02596687111,0.0,0.0
7,0.5344153724,0.3388975532,5.5,1,60.0207233,0.9100882351,-0.000429325151,-0.1020333865,0.2325215913,-17.52941977,0.1516182015,0.1956922794,0.1367079201,1.250328434,1.37866186,0.204066773,0.1477904421,0.4172713666,0.4901388591,0.7092881075,0.1792348938,0.05627633093,0.06405295316,0.0,0.0,0.0,0.0837374889,0.0,0.0
8,0.6028466091,0.4431737234,1.5,1,53.33824344,1.044685836,0.007561056353,-0.08880710835,0.2042340331,16.45968633,-0.3504775665,0.1677560471,0.296257819,0.8849335947,1.126176562,0.1776142167,0.0441810596,0.6510525393,0.5155547161,0.3438311879,0.266790658,0.1334331571,0.03251125778,0.0,0.0,0.04515668196,0.01166980182,0.0,0.0
9,0.7168986703,0.8896060772,5.1,1,55.68118383,0.9967089366,-0.002674266578,-0.07352322324,0.3001113748,-11.96002752,0.03600108864,0.2293907645,0.548134143,0.6833167025,1.260129327,0.1366579797,0.1044286137,0.5391583899,0.747374247,0.1948010714,0.3179540086,0.032229366,0.003353171281,0.03583869256,0.0,0.02821561084,0.09847832568,0.0,0.002597116703
10,0.2965353591,0.8016230586,3.5,1,62.04302063,0.8911282154,-0.002168433581,-0.1531600515,0.2211759406,-22.32587418,0.2132951901,0.07447657808,0.2788654275,0.8417810686,0.8928398315,0.3022832427,0.2259686183,0.8048769258,0.6574456508,0.1471169477,0.08827723303,0.07227776393,0.0,0.0,0.0,0.0,0.2259686183,0.004036860421,0.0
11,0.1857419282,0.7364504522,4.8,1,63.01968852,0.900279212,0.001780043928,-0.1390422694,0.1905814105,1.980286292,-0.1265025889,0.236276159,0.2813569874,0.6485731134,1.086756349,0.07944991057,0.05230441735,0.8337937402,0.3061423083,0.3872570662,0.3812280554,0.02714549322,0.0,0.0,0.01212891924,0.0,0.002645760279,0.0,0.04965865707
12,0.162931516,0.4268805719,2.4,1,67.96140449,0.8819892056,0.006995383401,-0.09675183734,0.193685201,6.533975977,-0.1495129396,0.1579673005,0.3138335114,0.8800184131,1.15831555,0.1935036747,0.1880745039,0.648180775,0.357507506,0.554445204,0.2463628403,0.005429170795,0.08893175704,0.0,0.0,0.0,0.09914274685,0.0,0.0
13,0.7494849735,0.857019774,6.8,1,53.46203519,1.026411065,-0.001655833169,-0.06655976655,0.2359953921,-11.35138567,0.1133165515,0.2339319522,0.3878643225,0.7603204926,1.142201508,0.1331195331,0.0776513867,0.6178832327,0.3376372454,0.6280222144,0.1765420477,0.0554681464,0.0,0.1006702042,0.0,0.006125522508,0.0776513867,0.0,0.0
14,0.1596728857,0.540932633,7.5,1,55.62206133,1.021861468,-0.001776865099,-0.04870362719,0.2638496613,-5.428253519,-0.09956293715,0.09446877185,0.5870272755,0.5738248019,1.146152178,0.09740725439,0.0262686193,0.7446791508,0.7205094775,0.2771780229,0.1484646777,0.07113863509,0.0,0.0,0.0,0.01176141664,0.0262686193,0.0,0.0
15,0.1596728857,0.4040701596,3.3,1,65.00857153,0.9121062605,0.00740639779,-0.09112627853,0.2064962722,17.68023391,-0.2521113263,0.1297484736,0.3733850444,0.9459985781,1.266879539,0.1822525571,0.1638891249,0.5508679039,0.5493306663,0.4373341645,0.2802147082,0.01836343219,0.0391500954,0.0,0.0,0.0,0.1247390295,0.0,0.0
16,0.1466383644,0.3551907048,2.2,1,57.18932274,0.9884362016,-0.003505495053,-0.09967403953,0.2046677326,-3.423459917,-0.1266461594,0.09599685877,0.4698357867,0.7870107039,1.084601636,0.1993480791,0.06955195293,0.6471566506,0.5180102154,0.2398340239,0.3267573965,0.1297961261,0.0,0.0,0.0,0.06889363448,0.06955195293,0.0,0.0
