,xp (A),yp (A),tp (ns),thickness (A),mean curvature,apl,lipid order
225,260,200,,36.70494172,0.0168366134,79.58660139,0.193566986
226,110,160,,36.43846682,-0.01102355765,67.90456374,0.1948569548
227,260,190,,35.90774917,-0.01815154841,46.35129526,0.2055337858
228,0,300,,35.38702683,0.03860976511,97.66586599,0.05646909427
229,80,60,,31.81108826,-0.0353919479,68.62976915,0.2289060861
230,200,310,,33.90510124,0.003431489394,97.9958903,0.1408847821
231,0,170,,37.49425848,-0.02076435353,72.26234152,0.1634513973
232,10,130,,34.70187956,0.04381698806,61.60989457,0.186285205
233,0,270,,36.52571752,0.02669126655,74.57337317,0.1298120773
234,30,70,,38.33736005,0.006397564068,80.27172778,0.2682501712
235,0,200,,34.68317743,-0.007638673491,77.4002724,0.2083816267
236,30,100,,34.89363757,-0.003160339491,60.24244927,0.2114373658
237,220,180,,36.25120096,-0.01063012209,68.76250205,0.127051712
238,150,220,,31.88943537,-0.01139938472,95.87696454,0.1531543512
239,150,210,,35.16563824,-0.00551540649,72.12108543,0.1475062279
240,30,300,,36.20778304,0.006656008398,79.6573681,0.2270380847
241,230,190,,34.53898627,-0.03002525906,62.42506395,0.212206092
242,270,210,,35.57875611,0.009186300694,63.28052497,0.1917256315
243,130,170,,36.03314045,0.01435614262,76.77945616,0.1668974171
244,170,130,,37.94528192,0.003830966591,94.2508713,0.2502361704
245,290,260,,36.04835334,0.02251051271,87.10482203,0.1732874872
246,300,230,,36.5495995,-0.006887065093,76.62201451,0.1413348768
247,260,180,,35.41243,-0.02617990312,82.33835758,0.2581210602
248,300,180,,34.81260905,-0.02063280751,81.12328371,0.1452554479
249,40,210,,35.8239802,0.005721214828,88.6024032,0.1720785817
250,250,10,,39.0531615,0.00445298933,98.55841587,0.1829589956
251,100,200,,35.20739585,0.019183782,87.46289333,0.1819164252
252,30,190,,37.49334756,0.006310867695,62.77660094,0.2431393492
253,80,30,,37.88379783,0.01270497635,66.57640053,0.2456198135
254,200,230,,35.1779328,0.02021764324,81.84069769,0.1892840084
255,190,190,,38.16080134,-0.02786459729,79.63348981,0.2902323007
256,130,220,,33.73645011,0.02232997455,48.68510784,0.1866423845
257,40,160,,32.80667224,0.007803936665,87.02624535,0.1130971065
258,180,170,,33.98568938,-0.04461610727,47.84943261,0.2115446929
259,170,250,,33.86713135,-0.008911786322,69.68467992,0.1645085758
260,110,240,,36.21344136,-0.01567431775,59.11023538,0.2166983299
261,170,70,,33.00145317,0.005100420161,82.36045938,0.2432840302
262,250,310,,35.48807147,-0.03063840117,91.52322652,0.1848396024
263,0,290,,34.48630403,-0.0006565499242,84.98813549,0.1081537489
264,20,290,,36.18427433,-0.007472733796,67.18640929,0.1379548342
265,90,270,,36.29504615,0.005396096974,88.73273489,0.2535988032
266,130,120,,35.19455916,0.007343123003,85.64599209,0.2321078882
267,270,290,,33.37106709,-0.0005617965234,83.47912605,0.1649566805
268,140,130,,34.84106693,-0.02565932179,76.80466799,0.2566173811
269,100,270,,38.61268333,-0.003987458617,77.73372852,0.2205869994
270,0,120,,36.72347022,0.01147830758,79.12010203,0.215737183
271,60,310,,34.925326,-0.006108698506,92.75943656,0.1591491754
272,180,160,,37.43108662,-0.0003678032452,69.62574575,0.201311607
273,180,190,,38.11425829,-0.005190403198,61.43047833,0.2630454016
274,180,230,,36.47130448,-0.008801554882,76.28253744,0.2149140088
275,100,10,,33.10770395,0.01169946219,60.00791638,0.1394471935
276,120,190,,33.47580568,0.01330593543,90.81648237,0.1945622033
277,180,110,,34.48401546,0.02129109966,44.64203909,0.218294152
278,170,310,,35.87262396,0.0508263511,104.2808039,0.2047708566
279,230,70,,36.43016515,-0.009821934478,50.1213635,0.2809934402
280,270,70,,33.6009374,0.006550458253,77.77421181,0.1273151458
281,230,140,,35.82430832,0.04034629428,68.99066446,0.2460628116
282,140,240,,31.19959324,-0.02165865777,67.30362949,0.1225320749
283,140,180,,35.38897128,-0.002803110672,77.39343391,0.2298984279
284,40,50,,31.76893317,0.002671356048,68.85310992,0.1872147484
285,230,160,,36.6014024,-0.01467548433,79.53456197,0.2342200998
286,240,70,,35.29351746,-0.003193933054,83.13253441,0.2634478583
287,120,280,,38.96807169,-0.001184658814,67.24936452,0.2203801681
288,60,180,,34.58325593,0.007110568631,64.59232647,0.2243085531
289,0,110,,38.91768765,-0.04731111213,90.97379251,0.2486086695
290,150,110,,36.97636601,-0.01268201059,65.8143018,0.1872782137
291,130,40,,33.87939285,-0.0040601805,80.61264028,0.15364893
292,190,80,,30.40967579,0.00559655145,75.55167928,0.131309798
293,190,90,,34.04816453,-0.004374890164,64.18518961,0.131016951
294,190,70,,35.09375998,0.01790007284,48.62682499,0.2473410803
295,20,300,,35.37097359,-0.01069800707,84.95040649,0.2869872907
296,150,60,,35.54509112,-3.57e-06,63.95376091,0.2249549658
297,300,210,,33.83132753,-0.03036794575,58.94733306,0.1599434306
298,170,230,,32.36496113,-0.008534598351,72.24326106,0.1477236009
299,110,10,,32.75061724,0.01071454423,85.88511064,0.1414722939
