,xp (A),yp (A),tp (ns),thickness (A),mean curvature,apl,lipid order
0,110,100,,34.8275541,0.017273226,75.90732793,0.1254996129
1,120,60,,35.84460185,0.03006522388,51.5137635,0.2601483654
2,170,230,,35.24648923,0.0167186483,60.3575735,0.2600453958
3,150,30,,34.05398636,-0.0211283913,73.06337912,0.2227098367
4,20,140,,32.06719541,-0.006731278635,79.1612169,0.1325715042
5,300,130,,30.94582464,-0.02328758678,63.69879122,0.1092744019
6,270,50,,36.25902341,-0.008586849053,73.27928758,0.1018285223
7,140,90,,35.27832467,0.01439906869,57.12790892,0.2198786412
8,160,250,,35.75751501,-0.01989957024,101.4943538,0.2053584956
9,150,160,,36.87389218,0.02876814832,84.69601898,0.1118992341
10,30,60,,30.82317193,-0.02156793737,65.92998982,0.1742714762
11,60,50,,35.87738176,-0.03280026149,59.88349272,0.2111564106
12,30,110,,37.19914247,-0.03823560167,95.47745721,0.1746733333
13,70,250,,35.35529147,-0.004772526645,84.42848738,0.1409616751
14,80,270,,36.07023533,0.01155046893,51.28936906,0.2074434154
15,290,60,,36.15493056,-0.0005820213633,62.30681199,0.2292446922
16,50,100,,34.92395936,0.004039107146,64.1102104,0.224733844
17,20,170,,37.32725017,0.009717344736,63.37867342,0.2829535279
18,110,150,,33.12295794,-0.007899846814,69.19693234,0.2114007728
19,90,310,,33.82224188,-0.02541307056,90.74433668,0.141115695
20,190,100,,36.05671753,-0.005817687777,87.55962631,0.1634310984
21,110,170,,36.69290057,-0.04352422669,58.30495199,0.2371463047
22,300,250,,35.20674515,0.009567923123,80.43927995,0.1032064568
23,290,10,,32.94640579,0.008825271705,72.0800892,0.1313019705
24,80,30,,35.10728124,0.01497996411,79.23127041,0.2392895687
25,290,170,,35.21022184,0.04067423225,79.75109299,0.2327365256
26,260,20,,30.65365283,0.04777060004,61.85864925,0.1211568807
27,200,240,,37.18899127,-0.009237801062,59.07032344,0.2611743489
28,160,70,,36.68772953,-0.006637015448,58.74867602,0.145827444
29,160,130,,33.09192049,-0.008022455403,71.71013128,0.2084015134
30,270,270,,35.44345203,-0.008520689125,86.5270013,0.2507206043
31,0,210,,38.73159888,-0.01229342118,43.86791329,0.2403459105
32,130,10,,36.23706395,-0.01587924683,106.7831586,0.1955673519
33,130,110,,31.2773694,-0.01732181283,57.8873397,0.1384515263
34,40,180,,33.1770023,0.01924777102,65.40975201,0.2197560816
35,0,170,,32.80560949,0.005344810325,65.49318773,0.0992395686
36,280,190,,32.74821661,-0.001796997411,69.87262942,0.2223839226
37,90,0,,31.83255785,0.02288284941,52.66029438,0.1443459113
38,240,280,,35.06797786,0.0230069517,69.63162801,0.2415884294
39,210,30,,35.45360085,0.01280996274,74.20634909,0.2344942251
40,70,60,,37.03307141,-0.0141061983,52.39258853,0.2388080526
41,310,310,,37.04042513,0.09092597975,62.60838021,0.1340848161
42,0,160,,36.83719812,-0.008101329222,69.46160523,0.1862384888
43,250,90,,39.25303043,0.006949975097,79.61766361,0.2984007828
44,250,280,,33.29394505,-0.004767400839,84.57496612,0.1763147712
45,90,270,,34.71686079,0.01332837781,81.79926603,0.196796887
46,180,220,,40.65383595,0.0108035807,69.63093214,0.2942732263
47,260,200,,35.67448608,0.003622960111,72.73594531,0.3009790397
48,230,310,,33.79644232,-0.02157457882,60.94569659,0.1465667188
49,160,170,,36.12420309,-0.01883296459,53.4654714,0.2178917255
50,190,220,,37.1335824,-0.001096920485,65.76079853,0.2604300278
51,60,250,,31.80554904,0.02016035188,64.99533868,0.1549675427
52,40,300,,35.90500178,-0.001846605139,61.61964243,0.2227929764
53,110,230,,32.93899168,-0.00145576949,85.58066542,0.1885982165
54,60,210,,34.44261061,0.002672030255,78.26405921,0.2746253229
55,180,150,,39.10907721,-0.01362346539,72.30629044,0.2693831447
56,310,120,,34.19425204,-0.0001006754533,68.61359212,0.1394198063
57,310,250,,32.73288572,-0.01265365194,80.46529851,0.05377286517
58,180,230,,35.63097875,0.004074101849,65.27718884,0.2428345269
59,40,90,,32.40629008,-0.02857422881,71.94296839,0.1939504237
60,310,0,,35.36571679,-0.005004944555,72.29791046,0.167119095
61,100,10,,37.32166066,-0.001617671596,73.22890827,0.2189456633
62,210,210,,34.86757468,0.01219996664,73.88457478,0.2102112123
63,120,180,,34.25387574,-0.01149559479,69.72706607,0.1490525411
64,40,80,,36.01365357,0.01950543586,73.17213302,0.193757829
65,190,250,,34.83194016,-0.02189646383,52.80161567,0.2338268223
66,70,10,,36.74105714,0.005406247332,49.04616052,0.1799339195
67,10,150,,34.25960552,-0.01037471789,77.332314,0.1682909704
68,310,20,,31.17615277,0.01080119029,73.55197108,0.0913090586
69,160,150,,34.099589,0.0003139413165,56.68959921,0.2004327041
70,230,40,,37.37095162,-0.008230007595,84.23811328,0.1651529063
71,50,60,,36.44710828,-0.03085428909,63.61596561,0.187784589
72,250,50,,35.37892092,0.02860208587,55.52277839,0.2090250448
73,160,180,,33.85596479,-0.01232599693,85.00216492,0.159105891
74,180,240,,36.14003783,0.007619579667,82.93091301,0.2675295947
75,30,180,,32.85091131,-0.004093333477,69.48568792,0.2182887879
76,120,50,,33.8203494,-0.01441037527,65.48087193,0.1969258589
77,20,210,,35.46536406,0.00634266754,80.49721157,0.2543592433
78,200,210,,34.92012639,-0.003948941737,72.10014979,0.2421218605
79,260,280,,31.88195435,0.007051374899,72.993658,0.1381418875
80,290,150,,36.57477278,-0.002399582216,82.02631092,0.2256749956
81,130,170,,38.55469454,0.007585452799,65.88329836,0.2575479172
82,90,160,,37.39648537,-0.002418710705,74.48315305,0.2878993081
83,220,60,,33.50411464,-0.0003263513947,61.87738545,0.1978662296
84,160,160,,33.64118551,0.007445174864,78.68656379,0.1474838736
85,60,270,,29.18575125,-0.01730684092,65.49984433,0.1030243498
86,0,70,,37.59647717,0.08022238934,46.87039896,0.2036277409
87,100,20,,32.23489539,0.003031504228,64.56491091,0.204189792
88,230,230,,34.38639364,-0.01408500162,89.69215626,0.2064006793
89,70,0,,36.23502802,0.03553285098,78.73211411,0.1721642312
90,110,270,,32.5181578,-0.01425194654,66.80252095,0.1802497246
91,180,180,,36.65134086,0.02506447391,70.40315225,0.2191686706
92,140,260,,33.31415676,0.0133467829,85.83560655,0.2448111689
93,100,110,,35.22543937,0.006382866829,84.36187143,0.1974331918
94,190,70,,34.08000845,0.02583614923,78.32928808,0.2089532368
95,270,170,,34.64850441,0.006083454163,64.79809518,0.1678634815
96,210,200,,37.77533105,-0.005781413923,64.15257652,0.117078117
97,110,300,,35.64758286,-0.01806148545,48.30090274,0.2335472256
98,110,310,,33.69311879,0.005995659379,85.43247707,0.1827802965
99,270,250,,37.12145406,-0.0005121445096,105.9398896,0.2315574477
100,110,280,,36.19842612,-0.01130267232,58.85599836,0.2581437134
101,180,110,,33.37216542,0.02307041559,78.56268227,0.1790543532
102,100,30,,33.76783883,0.02412006237,64.19899216,0.187431101
103,90,250,,37.69650074,0.01054334371,89.65500517,0.2467376299
104,170,30,,35.86787135,0.01471569529,61.07292961,0.1698543919
105,230,240,,35.61211229,0.007066367329,84.11800094,0.2225774532
106,90,40,,35.60468576,-0.003566367829,75.07277754,0.2206133026
107,200,260,,35.01109823,-0.02268481196,64.82132544,0.1797506268
108,20,150,,36.00866417,-0.00461662922,63.27988269,0.1906932711
109,170,130,,30.89995776,0.00523727193,63.02768682,0.1633752815
110,200,230,,36.23422921,0.01547878759,56.44578698,0.3076493824
111,260,260,,36.33805851,0.01333643049,70.4401338,0.1730191399
112,0,120,,36.74615342,0.01165168998,113.0181209,0.09391951419
113,120,80,,32.38772851,0.03086448324,57.95136518,0.1205379844
114,20,60,,33.50313662,-0.008209369281,61.65242726,0.1476762226
115,260,150,,34.54104313,0.01360597022,99.6262074,0.1276509798
116,230,200,,32.66296694,-0.009804221038,68.49291312,0.1161067351
117,160,200,,33.42792603,-0.02913381174,77.97398335,0.2062404732
118,50,50,,34.24911492,-0.004378012988,70.51282843,0.2514165958
119,200,90,,34.53110977,-0.008462507077,95.48984737,0.1909547817
120,60,300,,32.98269171,0.01460883513,53.47830488,0.2040852774
121,160,20,,35.13161989,0.008969083183,83.63229847,0.1925808777
122,130,190,,32.88844102,0.00846363794,100.8334725,0.1859072525
123,170,260,,37.42404793,0.00909389648,77.04818857,0.2647887988
124,100,40,,35.7511058,-0.004720767529,66.4896003,0.2669975584
125,100,90,,37.27513416,-0.02137810212,84.72638062,0.2111391071
126,310,210,,35.18503696,-0.004171849495,86.08848543,0.2176528191
127,210,40,,34.51865666,0.005386342234,68.68441636,0.309960864
128,110,50,,34.5579892,0.004902632415,69.94358204,0.2327483385
129,300,140,,35.20046069,0.005600576075,62.89155097,0.1849267505
130,230,220,,29.43418508,0.007040407786,71.63472308,0.0680754523
131,240,240,,37.0754634,-0.005373512319,91.4887825,0.162775305
132,0,190,,32.64117761,0.01471836175,66.52132964,0.1983384826
133,70,290,,36.43977763,0.02622673198,84.1121297,0.2403114579
134,270,260,,38.50013283,-0.005625223467,96.38592221,0.2491665862
135,180,50,,34.32110032,-0.005338888054,86.71438716,0.1710585654
136,90,300,,37.5723082,0.03189381893,70.35319267,0.2277540804
137,170,0,,36.50674877,0.03230334425,90.71141737,0.2053661301
138,230,30,,35.62211999,-0.01492770107,77.40686288,0.1507252921
139,200,30,,37.10192753,-0.004070982415,61.28868778,0.3141628549
140,120,190,,35.54215697,-0.0189253878,81.76171762,0.2409068879
141,30,70,,35.19555636,-0.00814033093,66.52350396,0.1640594171
142,160,60,,33.15241133,0.01522236631,90.75544701,0.1669217919
143,220,50,,34.90229189,0.01637817239,82.51976768,0.2008375293
144,170,210,,35.5119324,0.01935077061,64.27450682,0.2188306887
145,80,80,,34.82747491,-0.01809372374,83.75063517,0.2450933987
146,70,20,,37.46769166,0.01990921961,58.27210282,0.1962363389
147,220,210,,30.28175293,-0.009981354177,74.7118151,0.1422688917
148,220,230,,35.68570067,0.001774975372,70.59070147,0.1732641539
149,240,40,,35.15831578,-0.02814020122,53.38553647,0.2339248861
150,280,140,,32.24160223,-0.01114178683,91.65106735,0.2039007686
151,240,70,,37.5688226,-0.0004356315027,85.22014402,0.1795766473
152,0,260,,31.12028479,0.009948832037,61.27799724,0.08766392434
153,130,70,,32.78599842,-0.01372185004,54.97184254,0.1483598761
154,100,300,,35.94249636,0.01161665748,61.42022716,0.2294221024
155,50,70,,33.72762678,0.01741186097,71.97099287,0.1720214786
156,290,0,,33.46541381,0.003954768461,73.06703298,0.08406197817
157,180,140,,32.86332001,0.02278373629,83.91896276,0.1756154859
158,0,140,,32.35271883,0.00192924627,47.13118395,0.1630407467
159,170,220,,37.36551274,-0.02571396714,53.36573728,0.2471768456
160,260,180,,32.3378685,0.03319369454,70.8890301,0.1659885597
161,270,310,,35.23985406,-0.01917947299,90.14980111,0.225779289
162,70,240,,35.18780994,0.002442226101,52.85730748,0.2666141246
163,40,200,,38.14734603,-0.00132875176,94.0451318,0.2210271627
164,220,270,,37.55318216,-0.01543415632,70.79341118,0.2035511155
165,310,90,,33.69576525,0.03317922897,50.70248956,0.1767001823
166,100,150,,37.7224391,-0.006032652503,71.48772405,0.2115617685
167,250,230,,32.90242456,-0.02766142558,84.54679179,0.1428848633
168,80,100,,34.804404,-0.003947949374,70.0049927,0.1773643638
169,170,70,,31.28652847,0.02041377839,86.10407606,0.1851377562
170,180,160,,37.07099779,0.01988542561,70.14323143,0.2585143697
171,290,20,,34.96905251,-0.003571686031,70.84407423,0.1088545205
172,220,250,,36.56033759,0.01074631796,90.78141552,0.2365488401
173,60,230,,32.94726246,-0.0127985494,78.42520934,0.1970676591
174,90,80,,30.2632697,-0.01588118159,79.01316805,0.1510579361
175,230,80,,38.93700272,0.00516385163,94.53034852,0.3142647304
176,140,110,,36.47577604,-0.01201331681,76.73468303,0.2784224891
177,50,300,,37.39787747,0.03199634207,58.85104427,0.1650286112
178,60,30,,35.0358909,0.01674782361,81.84279281,0.2288345683
179,70,40,,35.18558016,-0.01433008395,71.95843783,0.2647275179
180,170,200,,35.43438528,-0.003851915406,62.51080218,0.2480176223
181,240,0,,33.89896561,0.04388683206,76.36724813,0.2422441878
182,290,240,,34.5053716,-0.003664642464,47.43625747,0.2372352956
183,100,70,,37.50522429,0.00939195195,63.09499364,0.2914136215
184,150,10,,35.68912713,-0.01166585309,74.49088759,0.2290376363
185,240,200,,36.92546533,-0.00574608084,65.95057853,0.2091068864
186,200,200,,34.9832803,-0.005910444603,79.41612013,0.2098441309
187,100,80,,36.35447422,-0.001941584408,85.68233482,0.3013912035
188,210,260,,35.62093744,-0.00705563724,79.51270678,0.2421087668
189,0,130,,32.3310856,0.0176069611,62.97414716,0.1032817393
190,110,290,,38.88363072,0.0168789251,67.13090558,0.3327136207
191,190,240,,31.2194559,-0.0007749087709,78.04777355,0.1631132068
192,100,100,,37.31172396,0.01306426712,88.59585581,0.2566241793
193,280,220,,32.99699799,-0.005618725174,71.8517789,0.1531323211
194,170,170,,35.54426146,0.006720476167,64.56669754,0.226014076
195,230,280,,35.48585033,0.02886636768,58.00877376,0.2057035086
196,250,240,,37.50679076,-0.02719053758,98.04187522,0.1692347143
197,240,90,,34.17182715,0.01227837626,97.60485619,0.2623623959
198,40,170,,37.05967317,-0.01097811648,75.05919928,0.2090017749
199,110,110,,34.35153273,0.01446134534,52.57046862,0.2315237167
200,290,310,,34.16184098,-0.001245486905,84.10730672,0.1295912449
201,80,250,,34.37679938,0.002242104395,84.25726787,0.1428122683
202,240,20,,36.70391708,-0.001037103966,106.8735283,0.1366647148
203,50,170,,32.69876096,-0.004009304995,74.4394481,0.1621557992
204,140,0,,32.36688484,0.007070063116,70.17158969,0.09765595603
205,180,60,,32.96429386,-0.006288291761,77.54242981,0.2184794274
206,280,210,,34.40953006,-0.017970412,55.98752695,0.2579148531
207,310,80,,33.18465851,0.03686746185,43.8303981,0.155861744
208,50,290,,33.12785122,-0.004971165558,76.51293752,0.1238183359
209,220,240,,35.57364699,0.003714879902,124.3978147,0.2076683604
210,190,230,,35.99387333,0.01208481519,55.78212707,0.211066574
211,140,40,,38.11227046,-0.00217958659,50.05018113,0.2039593393
212,220,300,,32.41590768,-0.02725496485,80.73103217,0.1964997695
213,240,230,,34.3270209,0.005843864082,63.35785911,0.1624167372
214,300,110,,33.0379398,0.02428248691,73.81103689,0.1592495976
215,120,110,,33.93689027,-0.02113082013,49.63964307,0.2222571302
216,270,200,,33.31347465,-0.01641347725,70.62889285,0.1578953983
217,90,30,,33.93436842,0.0008260944243,56.32604879,0.1324244579
218,210,190,,37.11087938,-0.01520200009,45.47326023,0.23684861
219,0,90,,35.1832281,-0.02933539644,63.98287739,0.2141884816
220,130,50,,38.26388846,0.0224991191,60.36746396,0.2558882404
221,150,150,,37.25526877,0.01538831932,68.11906779,0.1790812292
222,10,80,,35.59249798,-0.004387781778,68.77697122,0.1691063065
223,160,0,,33.43554792,0.007035006142,70.78526428,0.1219613128
224,200,270,,32.52069248,0.08798467279,51.2709324,0.1917957507
225,160,50,,36.37826211,-0.02828726329,57.72656101,0.1807280002
226,130,60,,33.86047568,-0.009153920973,64.27168634,0.1579328615
227,160,230,,36.45256129,0.005055712726,59.95999752,0.2404896544
228,260,210,,34.75583724,-0.02047470449,61.61071267,0.1949887494
229,260,300,,32.79748047,0.001136540295,87.44084623,0.1516167737
230,310,100,,36.50882634,-0.003173886615,72.77788468,0.1985853652
231,230,190,,34.43115044,0.008634687372,88.39530549,0.143348177
232,30,80,,34.92844522,0.01407823599,84.17637359,0.1662040651
233,130,180,,36.64823107,0.01897242802,73.30114383,0.2064776578
234,170,20,,37.46474338,-0.01189702147,81.3000028,0.2394083207
235,230,90,,37.99501393,0.004502250463,79.1380134,0.2083128621
236,170,40,,30.69436884,-0.002696987096,80.49793994,0.1247365444
237,30,100,,36.01263552,-0.004752871959,99.71358059,0.2058320636
238,30,200,,32.8884679,0.03178580299,62.59106534,0.1458906474
239,150,0,,35.08441559,-0.01183592143,60.08203413,0.08638381024
240,90,100,,30.68114139,-0.0002913900898,80.12420163,0.1463612558
241,280,150,,34.00366477,-0.01036826805,73.16824833,0.1872582688
242,160,240,,36.9117036,0.003033249204,65.6654354,0.3089380606
243,50,230,,33.93680449,-0.007540872682,91.70578149,0.1797901167
244,60,290,,37.42385429,-0.006978128164,97.51522005,0.3162236358
245,250,190,,34.6420111,-0.004617494444,70.45787717,0.2127279869
246,80,70,,36.45044236,-0.0172121386,63.95800403,0.2038911578
247,250,200,,33.9618468,-0.05770655597,45.17659708,0.2256245856
248,100,130,,32.96814804,-0.0167957772,44.37062817,0.176667583
