,x_rel,y_rel,tpore,frame,parea_mean,densS7_mean,mcurv_mean,charg_mean,order_mean_mean,parea_diff,densS7_diff,FS,MU,PU,ZWIT,NCHG,SUG,CHOL,PC,PE,SM,PS,GM,CE,LPC,DAG,PI,PA,PIP
0,0.8168817032,0.8687472082,2.5,1,55.86321645,0.9993251317,-0.002250940303,-0.1203900112,0.2193086402,7.405312466,-0.04575066691,0.05738720949,0.289502072,1.028325012,1.138047509,0.2371667851,0.09733405051,0.6247857061,0.708766586,0.2383520695,0.1909288532,0.1362194973,0.09733405051,0.0,0.0,0.0,0.0,0.003613237335,0.0
1,0.8719888022,0.9076463369,1.8,1,62.19493384,0.9051369012,-0.01252376328,-0.2350093778,0.2107671602,-24.02424178,0.2652977398,0.03519457174,0.4777059437,1.098857647,1.1666152,0.4254619439,0.04931346511,0.3882418381,0.9087240912,0.1034223135,0.154468795,0.3315916672,0.04135368154,0.0,0.0,0.01968101836,0.007959783567,0.04455681166,0.0
2,0.8817135844,0.859022426,1.1,1,63.80011149,0.8796776551,-0.001385706754,-0.2386786533,0.2099835488,-0.4383377372,-0.007666463584,0.02233256049,0.3110131451,1.252625416,1.174256055,0.371169983,0.01252472754,0.4140288783,0.7542178827,0.3346422913,0.08539588088,0.252457932,0.01252472754,0.0,0.0,0.04054508385,0.0,0.1061873235,0.0
3,0.162079703,0.4700311388,4.0,1,62.04214371,0.8965494539,0.001369886498,-0.09677548987,0.241181032,3.112943622,-0.1125359196,0.1558807181,0.5111459537,0.7886488903,1.262124582,0.1935509797,0.08094549613,0.5443244379,0.6136733837,0.3024690579,0.2982972528,0.1126054836,0.0,0.0,0.04768488803,0.0,0.08094549613,0.0,0.0
4,0.3598169407,0.9530286537,3.0,1,56.30889286,0.9851172344,-0.01068745165,-0.206233132,0.2759459951,2.633076922,-0.05985403459,0.1368802473,0.4475413656,0.8509997514,1.0229551,0.4124662639,0.3209663361,0.5645786357,0.4615396661,0.289393928,0.2662864868,0.09149992782,0.0,0.0,0.005735019546,0.0,0.3209663361,0.0,0.0
5,0.6677683764,0.1361469505,2.2,1,61.51722137,0.9463493451,0.004290054517,-0.1026110155,0.2363238177,-24.63796322,0.1839957048,0.06844642294,0.6414182502,0.6380929305,1.158205341,0.1862896018,0.02671057729,0.6520423963,0.6305960885,0.1861712232,0.3414380297,0.1595790245,0.00160319138,0.003462660445,0.0,0.0,0.02195198104,0.0,0.003155404877
6,0.7326002576,0.7747409804,2.2,1,64.1042534,0.9204652642,0.005516238314,-0.0431559417,0.2795528209,-11.56092946,0.1640044418,0.04777228303,0.4290329078,0.9311571249,1.339838213,0.06812410294,0.006752164666,0.5920376842,0.8527479317,0.2887981159,0.1982921653,0.06137193827,0.0,0.0,0.0,0.0,0.003720867923,0.0,0.003031296743
7,0.2204283961,0.969236624,5.2,1,66.09070167,0.880689121,-0.01035898048,-0.2498614435,0.2143982309,0.510443334,-0.01580583487,0.333129441,0.2422779251,0.8680117396,1.099149222,0.3442698838,0.2584975377,0.5565808943,0.3611647418,0.5567355729,0.1812489073,0.08577234613,0.2325887038,0.0,0.0,0.0,0.0,0.0,0.02590883388
8,0.53486302,0.2398779605,1.4,1,60.59392943,0.936978006,0.002725617356,-0.1192487011,0.2725532906,-28.1505699,0.2652503237,0.0,0.7608202348,0.7737991277,1.396640443,0.1256159584,0.0,0.4653806374,0.8422543272,0.494339602,0.06004651339,0.01273451453,0.0,0.01236296153,0.0,0.0,0.0,0.1128814439,0.0
9,0.2885018714,0.1037310099,3.7,1,64.42381001,0.873244849,0.0005269023765,-0.3447327042,0.2497710501,-0.6546476058,0.02302082371,0.1438208252,0.6945473147,0.5855199719,1.252053794,0.1718343174,0.09222688287,0.5761118882,0.6069698819,0.2987368967,0.3463470158,0.07960743457,0.0,0.0,0.0,0.0,0.005955034377,0.0,0.0862718485
