,xp (A),yp (A),tp (ns),thickness (A),mean curvature,apl,lipid order
116,170,220,,32.78660471,0.01884868276,79.81700441,0.1942133304
117,180,200,,33.51751545,-0.002880887744,70.911129,0.1668588037
118,160,240,,33.98336198,-0.01225595648,72.40456942,0.1808596107
119,180,140,,36.06454055,0.01685009591,68.08273362,0.2986622187
120,110,190,,37.23760426,-0.004455319345,80.53000197,0.1942332315
121,170,30,,33.25660501,-0.0109836855,85.19243615,0.173287912
122,190,150,,36.70159803,0.02874251987,85.1270829,0.1846002967
123,100,220,,32.60819279,-0.02422089411,74.41760686,0.1164081088
124,290,90,,33.5165018,0.008954599882,87.2859878,0.1829853988
125,260,40,,34.39105065,0.009808334645,88.06445364,0.1560900195
126,0,90,,37.06837153,0.004811855243,73.22525022,0.2143680287
127,140,290,,34.31337663,-0.006079131503,81.87499937,0.1548141567
128,230,300,,33.34320986,-0.02333721348,68.05064472,0.2356465391
129,200,220,,32.44318654,-0.01134339249,77.30127344,0.110551392
130,60,10,,31.96556455,-0.001517809634,67.36806596,0.1494239457
131,240,30,,34.21957794,-0.01940470441,78.50313671,0.1514975501
132,150,310,,33.7667584,0.005810922458,85.98623513,0.1633261378
133,250,10,,31.94248032,-0.02200569187,59.12257579,0.1826075389
134,230,80,,38.22492125,-0.01139994161,65.26186462,0.2836195899
135,130,310,,37.87454853,-0.0003850182965,97.9164585,0.1283421541
136,0,0,,33.16179291,0.01001853295,62.79265998,0.08430416766
137,290,200,,33.32917895,0.02074824681,54.78629062,0.2582030845
138,20,40,,35.93480987,0.01151374507,67.78459573,0.240853457
139,20,50,,34.24061401,0.03789672421,67.71693866,0.1927686454
140,310,130,,36.23231979,-0.07930411102,69.90215316,0.2467305392
141,200,210,,38.26456753,0.04997174461,56.4276273,0.2796073972
142,150,120,,34.95583224,-0.02252453786,65.07443118,0.121488864
143,60,50,,36.46847543,0.0211690528,55.42687417,0.2386996231
144,10,130,,32.9217744,-0.01785699712,48.14422195,0.1853431773
145,220,180,,32.04112641,0.01723239456,66.53363965,0.1237067822
146,40,310,,37.0153944,-0.1087872431,56.16355701,0.1466685017
147,290,110,,34.69735543,-0.007661504615,54.93729947,0.2501823663
148,110,100,,35.83225213,0.002283499387,88.50719597,0.1916771412
149,130,240,,35.20704945,-0.003716670533,66.67027181,0.2012941496
150,270,80,,34.70103197,-0.01351534889,84.99224017,0.2872751749
151,50,100,,34.76970888,0.001635888246,43.41635779,0.2777963641
152,260,70,,36.13524403,-0.009355143754,82.45497068,0.2281372065
153,70,0,,35.01754654,-0.004541883166,80.36919494,0.1780706398
154,220,210,,35.48584294,-0.005666341802,64.591409,0.1638586384
155,40,70,,38.73334522,-0.01777805982,78.82198665,0.2396926297
156,20,260,,36.12019542,0.02860053383,62.37950208,0.1911588487
157,310,160,,39.53193086,-0.0004325390386,95.13807699,0.20473112
158,30,200,,38.02118598,-0.01226021637,86.41260786,0.2916673435
159,250,40,,34.21633677,-0.01444053689,70.10642706,0.2635496174
160,310,120,,33.74321117,0.009137687217,66.85521681,0.1845494468
161,80,0,,33.36034785,-0.006645358438,87.4888207,0.1675350629
162,30,90,,36.61413349,-0.002617825651,58.47151634,0.2293331798
163,310,230,,29.84508107,0.008810645671,71.53230397,0.1262698154
164,10,50,,29.02728177,-0.02811761266,60.99983958,0.1325282802
165,60,30,,35.74526244,-0.01517965174,69.29300917,0.2140962615
166,140,150,,37.06772066,0.02953805416,60.60209412,0.2238463931
167,180,290,,35.48441497,-0.01426791274,89.15974561,0.2446559555
168,310,100,,35.54953556,-0.00664437624,82.51507602,0.1588827342
169,170,290,,32.48977507,0.008108022352,87.34237744,0.1338439058
170,160,0,,30.30725542,0.01207190683,71.2894782,0.07678476334
171,160,230,,37.10960074,-0.006218772383,73.85506281,0.2944956779
172,120,200,,34.19361888,0.009154039333,60.79809181,0.2673968768
173,240,70,,33.99887099,0.02555679203,43.337377,0.1495628612
174,190,20,,34.73073227,0.02218187792,67.9324815,0.1759996287
175,310,10,,34.65207544,-0.08439881503,53.04980332,0.1431935699
176,180,230,,33.77971358,-0.002237189656,73.285796,0.2203589114
177,150,260,,35.88777098,-0.002172276272,85.16657754,0.2344913658
178,290,190,,37.73559818,-0.0001737949915,69.44644194,0.2530454783
179,300,160,,37.5480709,-0.007210651063,78.12626074,0.2607755629
180,120,240,,35.72483881,0.00479492272,99.66709987,0.1773058912
181,310,250,,35.17038714,-0.04571006903,78.49305292,0.183726709
182,70,170,,36.9275657,0.01035165418,69.10245367,0.298296771
183,180,0,,35.09880365,0.05104098077,71.45202713,0.2312821989
184,140,50,,34.97398298,-0.01162092604,92.94510891,0.2597836592
185,230,70,,34.23545986,0.01349609977,68.64579254,0.2364449644
186,150,210,,35.62638623,0.01286245083,83.79934483,0.1574787909
187,50,30,,35.86305656,0.01941101312,50.34823341,0.2421492575
188,80,100,,32.22463805,-0.01121690966,48.65797324,0.2169552448
189,10,210,,34.9819698,-0.02335609326,53.85495752,0.1858169087
190,20,280,,35.70257503,0.0009290757713,69.63671732,0.2688993491
191,120,0,,37.45514186,-0.03087967048,86.67301976,0.1579565493
192,40,170,,32.48840827,-0.005877420671,68.54741713,0.1648243703
193,290,120,,34.05164632,-0.007917877709,91.91777607,0.2157917201
194,110,270,,34.59437679,-0.02704825516,57.8145621,0.1680501627
195,230,150,,32.89287938,0.001244388833,70.71357114,0.2112669118
196,210,160,,35.56687687,0.01695175799,60.65953075,0.1587043284
197,110,210,,35.92879414,0.002346626543,86.78883197,0.2440703584
198,130,100,,33.98053151,-0.0001437478604,119.807809,0.2427741468
199,90,260,,35.03758091,-0.006778245797,84.25187484,0.2430644072
200,180,310,,32.58042016,0.06292384964,87.25918835,0.07606891438
201,150,280,,35.13584863,-0.0096334096,62.47888898,0.2223656358
202,90,60,,34.85520014,0.01921762589,65.23687185,0.223598447
203,270,310,,36.44258241,0.01885669281,63.15191462,0.1095421562
204,90,240,,34.47543229,-0.009392187302,63.51141578,0.2559439607
205,190,240,,36.12724263,-0.005169421386,73.51762687,0.246539366
206,130,150,,34.78704009,-0.01633192574,76.21229777,0.1749125796
207,90,10,,33.60388728,0.001674047914,84.21370169,0.1878118629
208,100,240,,30.42888092,-0.008954854347,89.25402902,0.1621681189
209,10,200,,34.58172049,-0.0245220138,71.91226786,0.1915589282
210,170,200,,37.06418924,-0.009709938527,64.14445284,0.2269318773
211,160,200,,37.07590448,-0.007348918501,67.10477316,0.1828218637
212,300,150,,34.76640506,-0.02293254813,80.01492429,0.1504618329
213,20,270,,30.45414075,0.01547292473,66.75562372,0.1528836327
214,90,190,,38.23358454,-0.006179201731,59.06456269,0.2719173434
215,160,120,,33.948114,0.02541866615,80.39041111,0.1807151119
216,170,230,,36.80809107,-0.01753783164,70.04903419,0.2239762866
217,20,310,,35.0390366,-0.00958299171,88.35500083,0.09318716438
218,50,260,,31.00013123,0.01364668722,75.19851657,0.1505330283
219,230,60,,32.83848117,-0.004316641289,67.1153027,0.1688494031
220,170,50,,34.55237749,-0.009438985443,66.25837911,0.2017450376
221,190,290,,35.54028711,0.007827592229,73.37640753,0.1935761545
222,10,220,,33.4518636,-0.01357640081,67.48066228,0.2043185738
223,140,200,,34.14501325,0.01492190233,55.89519232,0.1721682352
224,30,270,,38.66719176,-0.003215976624,61.08055526,0.2771340623
225,20,120,,34.37054603,-0.01887237877,55.40178046,0.2295751916
226,70,70,,35.32497817,0.008874073516,82.92125281,0.268938168
227,280,160,,37.02769364,0.0129167752,83.41170326,0.1860020013
228,180,240,,35.60151381,0.008796784468,51.01418266,0.1976861168
229,120,30,,32.58333898,-0.01169752975,71.43956365,0.1766281279
230,180,190,,31.81924907,-0.06162203684,63.13302568,0.1186677463
231,80,90,,34.57967068,-0.0439772756,54.21723314,0.2290168099
232,130,0,,32.39668545,0.001298598623,77.34507633,0.1098412562
233,140,220,,34.34169686,0.02674385342,68.25073875,0.1701314676
234,90,300,,34.20529425,0.004773625773,83.37752328,0.1508293341
235,100,280,,35.46826159,0.005286601723,102.2793158,0.2562636274
236,30,210,,35.5266692,-0.02046467726,62.14888456,0.1980612237
237,210,190,,36.91660748,0.002611680407,76.41998021,0.255910019
238,50,70,,33.22467246,-0.02248152916,60.70694957,0.1555658467
239,80,160,,37.39969852,-0.002570349804,75.6618403,0.1806768644
240,310,280,,36.23798095,-0.08588958465,67.31964814,0.1427797432
241,30,190,,35.93900341,-0.03094550329,80.00974878,0.1632408486
242,130,110,,35.41713468,0.01754423811,82.11758086,0.2411275542
243,100,80,,32.39103557,-0.005906571082,76.46121601,0.1280371583
244,120,250,,32.77281658,-0.002667810252,62.44664664,0.191488155
245,240,50,,33.68735388,0.002314599068,81.3069973,0.2058673831
246,100,60,,35.19538959,0.008438720779,93.27276091,0.1576027065
247,260,90,,34.40245387,0.01717633226,71.53218502,0.1971033181
248,240,300,,34.57395716,-0.005720641151,70.64900416,0.09931814339
249,50,60,,35.53807564,0.004204224703,64.9917228,0.2101853093
250,270,20,,38.87653552,0.01038929454,82.21383629,0.2477781825
251,140,40,,34.30993602,0.001006527598,67.27512061,0.1894960274
252,70,230,,34.21447192,0.003960965316,87.93160274,0.1427578796
253,190,160,,36.57893391,-0.008803245298,100.0358226,0.2723605923
254,130,280,,36.89098695,-0.002369114157,76.70103749,0.242776807
255,40,90,,35.17856291,0.0140888637,54.64628692,0.2520862501
256,50,40,,35.40359305,-0.007386975761,44.91638546,0.1803042258
257,300,90,,36.6887918,-0.007119217456,54.71898638,0.2406385088
258,300,240,,35.72904194,0.006472525214,105.1798298,0.14944952
259,30,120,,38.28432987,-0.007497236123,67.48223681,0.24759789
260,120,270,,34.22653111,0.01035830692,55.30582493,0.2180737758
261,310,140,,37.51878683,-0.008984606806,87.57574641,0.1006572918
262,240,310,,30.23596521,0.009038789781,83.62931065,0.1232056077
263,0,120,,35.26411692,-0.01759115815,88.58632026,0.1839958593
264,140,240,,34.95037887,-0.0204989242,74.17343261,0.1582288808
265,270,90,,35.9159119,0.0003447901606,89.87846023,0.2333958438
266,60,60,,35.8645694,-0.01096987888,83.47908445,0.2254286882
267,10,120,,34.05783752,-0.01577432164,65.96976579,0.1672544619
268,290,30,,35.96951888,0.02316682907,74.06873309,0.2684382552
269,90,100,,35.94037379,-0.01400617758,52.87005135,0.2219109345
270,310,80,,32.83367822,-0.02437140936,66.63273167,0.1602001754
271,240,140,,35.18666176,-0.007417696982,71.22637184,0.2177578683
272,20,140,,33.97349523,0.03490719298,56.82536342,0.1681593017
273,200,260,,35.91554879,0.01477617975,74.89217246,0.1867871445
274,10,20,,36.57057651,-0.005364142606,105.1638775,0.1962170447
275,230,0,,32.89549786,-0.002158937332,50.17328983,0.1320399541
276,30,130,,36.62942448,0.01109251195,55.70491911,0.2352376804
277,180,130,,35.86157275,-0.01154721995,61.1141623,0.2520113912
278,10,250,,34.71715335,-0.01198704986,61.57728059,0.196321024
279,120,20,,35.53560227,-0.006424240466,72.6989859,0.2035696905
280,310,200,,35.55535842,-0.00565160465,64.39890094,0.1732022594
281,100,200,,36.7621041,0.01004843894,89.96083368,0.2060187651
282,150,240,,36.74960842,-0.00103995861,99.70120352,0.1553474883
283,120,230,,32.76969489,0.01619254976,66.08148787,0.1241395187
284,240,90,,34.15056252,-0.006098286364,75.22532793,0.1881606487
285,20,200,,36.26600643,0.0142152976,87.40198022,0.2053480887
286,200,190,,35.1835114,0.01330120009,66.36214536,0.2819325578
287,160,40,,34.20530653,0.007195548324,85.59906136,0.1703779424
288,240,130,,35.38165288,-0.001661925371,93.52918506,0.1490230316
289,20,70,,32.03952613,0.006893660253,63.14787533,0.1887848605
290,0,20,,34.77270218,0.02856859318,64.94062191,0.232369884
291,160,140,,35.95968835,0.002073655984,73.41762576,0.2504479042
292,160,310,,33.23237812,0.009186558579,71.54129931,0.09757919751
293,110,260,,32.58038177,-0.04208372361,59.36829365,0.1638686121
294,10,60,,31.28515795,0.03915174605,52.86931612,0.2315703951
295,160,260,,33.60891117,-0.01183259684,78.48344587,0.1307407341
296,90,280,,37.19393405,-0.01102096863,76.96622965,0.2459832094
297,0,140,,37.02111614,-0.008665743973,72.65129926,0.1662347579
298,290,180,,37.89829564,-0.01395047354,72.64153383,0.2732075832
299,190,310,,37.29374076,0.0203663229,78.85866668,0.2509111642
