,xp (A),yp (A),tp (ns),thickness (A),mean curvature,apl,lipid order
42,270,30,,31.82836356,-0.02564861398,70.05509394,0.1733304818
43,180,160,,35.32475426,0.0007682651425,69.3663938,0.2348740676
44,180,10,,36.12847254,-0.02142034327,71.44300745,0.2496922494
45,140,280,,32.87463196,0.008229039022,70.17817263,0.2075971654
46,160,220,,34.29608891,-0.02114129913,92.59377429,0.1725221397
47,270,300,,30.76405975,0.03392015093,70.24482866,0.1466489031
48,120,270,,36.84347937,-0.02244327919,73.99948038,0.2031555384
49,150,60,,31.67605138,0.01573341839,104.3411862,0.1412557106
50,260,300,,33.94939153,-0.0033070728,87.49497416,0.2341669714
51,100,300,,35.53926811,0.02208703044,60.94348985,0.1183048239
52,310,80,,35.4980454,-0.0106069586,73.12613162,0.180775401
53,290,270,,36.4277911,-0.01972780015,65.660225,0.2957899665
54,190,70,,36.93901546,-0.006777594165,98.06827708,0.2346078425
55,190,30,,34.10143435,-0.01409460243,68.53963746,0.149766844
56,220,160,,31.40403679,-0.0105994838,124.9767154,0.2246997225
57,90,30,,37.83619452,0.001856083875,78.97810452,0.2583876128
58,210,90,,35.65608975,0.01467181408,78.89913035,0.2546267987
59,0,190,,38.49475253,-0.01398179332,83.8587633,0.2367800447
60,270,170,,36.63098151,-0.01645534713,73.22891403,0.1994249848
61,200,100,,33.26935535,0.01771247856,72.07091457,0.2134670732
62,130,130,,37.62466867,0.01927407943,61.01633234,0.2304003589
63,310,130,,37.457859,-0.03715000054,74.85023885,0.1644380397
64,230,150,,36.3532718,0.01091587069,83.42589099,0.2365940405
65,100,180,,35.99319889,0.008362973102,71.44822335,0.1899850213
66,150,20,,35.38245161,0.001787463883,56.69262916,0.2121940284
67,270,120,,33.13828357,0.02409247351,69.5593168,0.2165496962
68,300,60,,32.63436068,0.03869839039,90.44171537,0.163393862
69,10,190,,31.72388366,-0.006988646802,64.55684797,0.1884881143
70,0,150,,34.22569607,-0.002248963981,86.18664783,0.1041563482
71,40,280,,35.17790714,-0.00464211786,66.78663608,0.1663928244
72,220,60,,38.39200286,0.003823338915,59.49131323,0.2211643196
73,20,270,,35.90041779,0.001560119136,75.03977513,0.2448919054
74,190,200,,35.77981239,-0.005970915349,76.8932955,0.1886332141
75,90,100,,34.88083703,0.02266269592,56.72351299,0.211724252
76,160,10,,39.32183576,-0.00913875276,53.27278043,0.2066834951
77,280,80,,36.22078424,0.03158574369,62.18894249,0.1875209813
78,210,230,,32.99990607,0.002179524623,55.75537647,0.2219402233
79,80,90,,35.60763274,0.008608512557,78.39692203,0.2078863755
80,100,100,,32.53872324,-0.0275872911,68.4495938,0.2377026793
81,110,60,,34.61772273,0.02914733317,66.69029056,0.2317281345
82,70,10,,34.92853418,-0.01782747482,74.5695326,0.2317608517
83,210,160,,32.5593118,0.01677993033,63.2897928,0.1106972011
84,200,230,,37.57925866,0.01067757214,63.20177849,0.2460397664
85,300,70,,34.6553483,0.01667266921,74.29156924,0.1453768751
86,150,270,,36.11120304,-0.01197700562,53.71371763,0.2214806946
87,160,0,,34.01449054,0.0131338703,71.38353361,0.1529555414
88,10,220,,32.50176895,0.02465434659,61.41618254,0.2368652685
89,80,10,,35.14602424,-0.006372022626,69.94176271,0.2223828887
90,220,130,,35.44090998,0.0005046875348,83.26886065,0.1534969644
91,140,260,,35.50067521,0.004180449021,67.55131093,0.1941360537
92,220,180,,33.47849093,-0.001510044064,58.17888813,0.2129176587
93,230,130,,36.5533369,-0.006099559172,86.14560377,0.2820150063
94,30,0,,38.29077687,-0.01811472676,73.36134845,0.1990552511
95,90,50,,32.31840133,-0.006026477151,64.27393262,0.1611320566
96,200,30,,36.12010519,-0.009518246696,71.50421769,0.2247067471
97,240,300,,34.78241233,-0.00555622994,72.52552434,0.1782417553
98,120,130,,36.63270037,-0.01338800483,63.1341659,0.2174751284
99,30,150,,37.10174308,0.007042543811,89.9248674,0.291085394
100,90,180,,33.65087785,-0.0004282170696,70.69054236,0.2148297237
101,20,170,,33.67083818,-0.02639334317,62.79803318,0.1629453054
102,260,130,,31.35146546,-0.02078958453,77.78315762,0.1522292198
103,20,180,,38.33927332,-0.01124818296,58.97743924,0.2845651092
104,130,60,,32.33669906,0.02365008017,60.52520166,0.1139116957
105,50,300,,34.71146627,-0.06235760124,51.70298339,0.1769109988
106,90,0,,35.35058564,-0.04386298469,56.4729418,0.1790719555
107,260,290,,31.80168037,0.003955035114,55.40878019,0.2252326621
108,40,150,,34.58197029,-0.004336943663,80.95478063,0.2185374976
109,220,230,,34.90407341,-0.05070862788,49.1290759,0.2828905462
110,70,20,,37.78311016,-0.02610072219,63.96341207,0.2254611402
111,10,150,,36.61822249,-0.002451971718,69.83771872,0.1307568581
112,100,70,,33.29366946,-0.01721651629,73.01868417,0.1617229145
113,10,160,,31.89017667,0.009242907458,93.01545235,0.1289007278
114,130,200,,33.15100003,-0.005018828769,90.05293985,0.2264062087
115,210,130,,34.63608257,-0.02439217035,86.16895646,0.1676438064
116,290,50,,35.96315982,-0.01116910487,63.29107311,0.203132437
117,240,90,,36.50548036,-0.04900977355,63.67285125,0.2060539065
118,60,40,,34.79206292,0.01353082343,79.44959608,0.2293859696
119,140,210,,34.41933523,-0.008761938507,66.32738388,0.1585720014
120,250,100,,37.45678579,-0.007412169317,83.54193499,0.2230285966
121,30,170,,36.57058394,0.0004422294772,94.80185825,0.2185935586
122,250,240,,36.19620315,0.009944020975,96.16358262,0.1498829792
123,310,50,,34.18089268,0.002160737659,69.7928228,0.231524096
124,120,110,,35.3805543,-0.02841261571,61.45405248,0.2347185656
125,230,170,,38.04517147,-0.002366625598,51.64745142,0.1827976177
126,20,210,,35.03892676,0.02759761007,87.63874871,0.221402655
127,250,110,,36.52021319,0.01054130146,89.19570529,0.1630293547
128,230,140,,34.71959349,-0.01061458999,63.43474838,0.1930949654
129,250,300,,35.01366973,0.004233306982,74.22165572,0.1220746687
130,130,30,,34.75137844,0.007369005532,64.59304224,0.2036007202
131,100,30,,37.66711845,0.0050974675,50.08969908,0.1958812213
132,250,200,,34.9081836,0.001303682055,57.03879125,0.1562553542
133,300,140,,36.69376097,-0.01863780989,66.44647729,0.2095876116
134,310,110,,34.91584515,0.0236616448,104.0595979,0.1468533758
135,220,120,,38.67802594,0.007117649525,90.57588518,0.207357402
136,170,60,,38.23643616,0.01380925054,83.99629872,0.2340641547
137,110,50,,34.93517702,-0.006852431599,97.69997921,0.1906330969
138,120,10,,36.20797693,-0.007204326106,67.98765213,0.1819140512
139,30,200,,33.01254009,-0.006928691464,65.71972488,0.1387081409
140,290,140,,36.55213505,0.0007895834969,72.76844674,0.2114300988
141,300,300,,36.26589851,-0.01777557614,62.20976332,0.1938464891
142,80,310,,34.33224252,-0.003922824736,81.44150445,0.2986263574
143,40,290,,35.44766893,0.01711825175,68.95421799,0.2201211829
144,160,30,,38.37469401,-0.01820881584,84.37376074,0.3095724763
145,250,280,,35.23313815,0.002653259224,74.68404157,0.2214014522
146,210,10,,33.24691022,-0.003122426982,97.13252,0.1385850144
147,140,240,,32.60546221,-0.004225283111,56.8997477,0.1408544249
148,130,310,,33.46723077,-0.04298152779,73.96446336,0.1831128066
149,210,40,,34.78153524,-0.01013982451,78.77430413,0.2083402858
150,300,150,,35.51860289,0.0134701083,87.21352059,0.1212742938
151,210,60,,31.36048132,-0.02030045221,71.213614,0.2081857351
152,250,140,,34.41855872,0.02799900755,53.16162252,0.2066246748
153,260,120,,34.8598215,0.007835581888,83.14116335,0.1657275346
154,230,200,,32.16532861,-0.04743864219,58.8719911,0.1384732798
155,270,130,,36.16201234,0.02073966793,69.057408,0.1946543541
156,270,240,,33.76875796,0.004530040869,69.01095357,0.2039594344
157,280,30,,36.07545511,0.0005004482044,83.75522706,0.2339463078
158,0,180,,35.37173607,-0.002663951687,77.47644197,0.1682219248
159,120,30,,36.27641613,0.00116146607,78.13684472,0.2828939045
160,200,80,,33.4931095,0.02135532834,96.5628674,0.307587093
161,130,80,,35.48727684,0.01681673648,81.3897479,0.192507293
162,190,170,,38.99842506,0.04066699319,89.86111707,0.197453077
163,290,80,,32.70860797,-0.01344304775,86.39489287,0.2104106284
164,310,280,,33.59850437,-0.01988278898,115.561811,0.06038094467
165,150,260,,34.13757418,0.003781304487,70.56934878,0.1771021501
166,310,70,,37.80555041,0.01166009719,58.98075948,0.362024917
167,190,60,,37.64673703,0.005683786875,72.15869456,0.2754977051
168,220,170,,36.73841778,-0.007508779485,46.38369895,0.1662497768
169,190,180,,35.89643598,-0.0124494065,65.16478942,0.2244842538
170,70,140,,35.39213097,0.009144341729,62.73336862,0.2195603269
171,260,30,,33.14645881,-0.002111163417,59.28219554,0.1834604706
172,70,150,,33.72480242,0.02235193098,56.01713347,0.1964025423
173,300,90,,32.29021808,-0.0007073588793,60.41806257,0.1980376201
174,210,70,,36.95909156,0.003646188842,58.29596922,0.1957782824
175,100,50,,34.43164588,-0.03842605037,69.74357298,0.1942239086
176,40,0,,39.77514171,0.007650732396,67.52731828,0.2374843548
177,110,300,,31.86700799,-0.009480126323,59.40407884,0.1418946621
178,120,70,,34.62292763,0.007053699921,76.78954239,0.1222478344
179,290,190,,34.6917336,-0.006861884136,56.10749308,0.1920347244
180,130,280,,34.05842297,0.02963773687,69.92251076,0.2154126487
181,250,210,,33.30967975,0.005876897512,60.26629069,0.1406232899
182,40,10,,37.54783444,0.02288519306,75.88251859,0.2124527108
183,310,250,,36.21010268,0.02816407459,71.29676338,0.264965804
184,270,190,,32.67674811,0.013557636,59.53483721,0.1685076127
185,240,200,,36.1084125,0.001159464192,72.71286865,0.2181865463
186,110,190,,35.11910543,-0.03816727296,82.25143514,0.1782266924
187,290,280,,38.02773159,0.005473355631,67.6238713,0.2460486244
188,300,0,,37.69435561,-0.01780454735,52.22957454,0.2029887049
189,80,180,,33.91851374,0.01923618834,79.55841473,0.1730904151
190,300,270,,39.03627725,0.0280060227,55.83097827,0.2432323686
191,130,90,,36.5130057,0.001393527973,78.08076525,0.1877026831
192,10,10,,34.5482663,0.02922948073,69.68930073,0.1847641018
193,180,250,,33.24359715,-0.01840707419,62.56811103,0.2030169859
194,120,90,,35.33943079,-0.01824644832,81.14158125,0.2289032955
195,100,60,,35.94394803,-0.004660818861,65.92187751,0.1748195386
196,50,40,,33.24422335,0.01166583643,87.89702074,0.2477242186
197,80,170,,35.19761532,-0.008429576621,67.29417368,0.1604479523
198,230,40,,33.84687316,-0.00487758501,56.07308372,0.2418055885
199,190,90,,34.24479874,0.024936024,65.71918162,0.2178142556
200,210,150,,33.11176534,-0.005415092865,61.12285778,0.1911263847
201,310,170,,34.66833041,-0.009388530449,71.40910014,0.207611757
202,200,70,,34.34427277,0.0138079199,84.26159228,0.2373012206
203,170,210,,33.5566431,-0.04433638755,58.9058403,0.1560851356
204,110,150,,32.44174866,-0.003278733367,100.9340496,0.1604929168
205,250,250,,39.18967843,0.0007728406264,71.44784049,0.3863604762
206,200,310,,34.02173836,-0.03084007099,56.95249714,0.1834836986
207,180,0,,34.34205298,-0.05967040261,87.15762293,0.1733775242
208,0,210,,33.59991847,-0.004614633353,75.3083354,0.2292919639
209,310,20,,32.62551031,0.05040021987,64.12689068,0.08300720734
210,220,50,,32.43231703,-0.03406497026,82.81150161,0.1916627946
211,160,40,,38.59910498,-0.01188768354,68.4586597,0.2788015327
212,170,10,,33.96679832,-0.02654616956,58.22965666,0.2214800716
213,30,160,,35.37362672,-0.001875993668,85.88459845,0.2768853745
214,210,240,,36.02319095,0.03071327052,53.30336062,0.2679158148
215,230,70,,31.7090651,-0.007942739842,69.16512187,0.1793927123
216,130,70,,32.14567555,-0.02701182099,88.02801996,0.1587715211
217,160,260,,35.08084645,-0.01207744482,75.4018799,0.2329946749
218,180,170,,34.08511395,-0.02208289604,82.44895997,0.1572749666
219,300,180,,31.66981144,-0.02782612972,113.0134636,0.07924272806
220,30,190,,36.36723499,-0.0206880918,73.88520414,0.1979982807
221,80,50,,33.08397035,-0.02544689864,96.7896193,0.1645024543
222,80,110,,35.25977781,0.002822599095,91.03723438,0.1918441773
223,260,310,,34.40797635,0.03146460388,73.41666364,0.1002154309
224,250,180,,36.99854965,-0.01673637925,66.69338071,0.1766919816
225,210,170,,32.69507524,0.0238509528,67.80641869,0.09437023358
226,180,190,,32.60305622,0.01695817345,69.92156955,0.07425237053
227,260,80,,36.62364015,-0.02144641761,76.29390399,0.2440468051
228,280,40,,38.01995049,-0.01239612722,79.29566959,0.2263424714
229,200,120,,36.72013579,0.01482256266,74.03755815,0.2158048167
230,20,190,,33.1530194,-0.01740539572,56.80134895,0.1759448284
231,60,20,,35.96381437,-0.02044903152,62.00764099,0.2302600095
232,290,290,,30.80449498,0.008658630625,56.09039484,0.1373514697
233,90,20,,38.60757264,0.01193772442,68.64675299,0.2862071201
234,200,60,,32.30279201,0.01541052545,57.53768793,0.225860015
235,110,130,,36.92888848,-0.004027096631,69.36530947,0.2437776243
236,30,210,,34.2922613,-0.002920834139,83.44322978,0.2443495307
237,260,270,,36.06231454,0.0182325379,68.37158862,0.2206300258
238,220,190,,34.95282716,0.00104194884,82.22848237,0.1250306491
239,250,310,,33.16031057,0.03194841899,35.09621172,0.141071357
240,120,190,,33.06188418,-0.01101119477,82.48914749,0.2121025291
241,140,250,,35.68923023,0.01970231346,70.03646927,0.2372495017
242,170,230,,37.95437876,0.002826606192,72.76021218,0.249168268
243,60,280,,35.24185916,-0.002646106631,59.00430943,0.1816209064
244,100,40,,38.67569684,-0.002064320923,68.90884819,0.2400159734
245,290,160,,33.23221415,0.0004990138289,73.31782966,0.213212176
246,310,90,,36.5451108,-0.008540856526,67.13130393,0.1885965239
247,250,270,,33.8847727,-0.0254190951,50.58423593,0.2014022204
248,280,50,,34.45010602,0.02792994608,70.46303276,0.1395526759
249,150,290,,35.55605175,0.0008526179201,95.86021171,0.2204659145
250,230,160,,37.16215617,-0.01505119232,67.69060709,0.2330418072
251,260,260,,34.1361282,0.006290569086,76.41462729,0.184359045
252,60,30,,32.33725467,0.01164709572,67.32972555,0.2266238798
253,70,30,,35.01404938,-0.006826555858,56.25083791,0.2438477414
254,210,220,,34.61360273,-0.01832424296,75.2700642,0.2064396691
255,160,230,,34.54130584,-0.0008131103763,67.33863646,0.2189412857
256,200,90,,35.32346811,0.004270346617,78.09830058,0.227553244
257,180,230,,36.23087363,0.01022743543,73.95165025,0.2150877941
258,30,280,,36.8762442,0.01631438255,58.98211628,0.2393591478
259,170,310,,34.97092729,-0.01232209953,42.25357842,0.1549972907
260,200,10,,35.6146491,-0.003008396734,75.1062638,0.23014062
261,40,40,,34.14703843,-0.003546268466,97.87072139,0.2255822461
262,270,90,,38.91012817,0.02318729328,70.28837842,0.2227405091
263,300,20,,34.04447256,-0.001777162994,61.26260067,0.2074840359
264,160,290,,33.25567778,-0.02452129258,66.88032629,0.1890770278
265,140,0,,33.47802507,0.0389203223,39.1929721,0.1308101526
266,280,20,,34.97268419,-0.01502278243,78.08484945,0.1910603853
267,130,270,,32.59597717,0.02481791768,64.20651983,0.1987446244
268,240,130,,32.04490889,-0.001079776865,101.8890818,0.186180436
269,290,20,,35.94282156,0.01983168186,59.5753404,0.1706769348
270,110,10,,32.48652789,-0.01000339056,69.03627691,0.2127255507
271,220,140,,36.11317201,0.03716513587,65.24900084,0.2108918436
272,20,220,,30.36344843,0.01294897804,54.69123858,0.2498075299
273,110,200,,38.37816683,0.01754004023,62.79728235,0.2945764301
274,140,80,,33.87130216,-0.02364193303,71.8415992,0.2166438433
275,270,290,,36.77257336,-0.005253390876,80.88289081,0.2532857229
276,170,240,,36.92997618,0.0008802425129,67.56036315,0.1836571175
277,230,60,,36.28110984,0.004636485576,71.6717635,0.2369238817
278,70,310,,33.54509505,-0.02734258536,82.32209486,0.1233019364
279,310,180,,33.3409546,-0.01635608263,55.06986134,0.1574465318
280,120,20,,34.65222535,0.0001868315152,80.33817773,0.2251088406
281,300,120,,34.63458374,0.002176031481,59.62242998,0.1742736197
282,140,10,,34.47418851,-0.02313915214,53.5633807,0.1565703219
283,130,120,,35.81911202,-0.0192667934,69.29660559,0.252948165
284,90,160,,35.50296065,0.02069619441,75.19877154,0.2332270483
285,210,200,,35.13608175,-0.006994413,69.4786416,0.2468516692
286,200,180,,33.66319539,0.006412828155,79.85613864,0.2215255815
287,100,190,,36.28391583,0.001952669179,72.06395388,0.2175847586
288,280,290,,35.65246628,0.05154367275,67.9144456,0.2213771813
289,80,30,,35.4138247,-0.00268364033,97.18767839,0.2179382947
290,280,70,,30.7648236,-0.01808798993,83.99242172,0.1255929499
291,280,10,,33.02679316,0.02473059351,72.17582304,0.2331237855
292,210,100,,33.87042408,0.01311539872,62.21232884,0.1461745737
293,80,190,,34.90746631,-0.01311360303,71.39823791,0.2669467714
294,180,80,,34.24363413,-0.005665548978,82.4026045,0.2368644817
295,50,290,,34.4521,-0.03645309555,59.11203054,0.1274395707
296,100,160,,35.76516221,0.007321904215,61.1512076,0.1796970508
297,270,160,,35.74666242,-0.009054426113,84.82120237,0.1506470875
298,220,0,,36.0124305,-0.01810507182,69.98890098,0.1606943235
299,300,100,,35.98685224,-0.001934272384,73.11003228,0.1861183198
