,x_rel,y_rel,tpore,frame,parea_mean,densS7_mean,mcurv_mean,charg_mean,order_mean_mean,parea_diff,densS7_diff,FS,MU,PU,ZWIT,NCHG,SUG,CHOL,PC,PE,SM,PS,GM,CE,LPC,DAG,PI,PA,PIP
0,0.9690020817,0.4190279272,6.2,1,52.12067175,0.9679725962,0.004236194668,-0.02829717622,0.1931449615,4.777511309,-0.06344264807,0.1899677777,0.4493022078,0.4147681635,0.9974437966,0.05659435243,0.001891950815,0.945961851,0.4643919191,0.3929031438,0.1401487337,0.05470240162,0.0,0.0,0.0,0.0,0.001891950815,0.0,0.0
1,0.2029666523,0.4288488943,3.5,1,52.37862208,0.9321635418,0.006210094864,-0.2053555299,0.2159110614,7.08292275,-0.1428591147,0.2406485992,0.221935797,0.7545600262,1.046467662,0.1576518751,0.1391208432,0.7828555776,0.4984954123,0.3392460759,0.2087261733,0.03155591766,0.01302488574,0.0,0.0,0.0,0.06283116129,0.0,0.06326479615
2,0.5008693193,0.1898720295,3.2,1,52.92105521,0.921738343,-0.005156650708,-0.04733050996,0.1734249485,5.926183461,-0.02577735138,0.23455202,0.2192157105,0.6719940406,1.031100751,0.09466101992,0.002312395505,0.8742382288,0.3882411983,0.4097197012,0.2331398517,0.09234862441,0.0,0.0,0.0,0.0,0.002312395505,0.0,0.0
3,0.3895650261,0.7856773636,9.7,1,53.14080077,0.8981383852,0.003665422966,-0.07170556944,0.1965172242,4.919191835,-0.1287992113,0.2157615341,0.382408886,0.5377093594,0.9863068091,0.1393523969,0.1159286285,0.8641202204,0.7396102787,0.2054947656,0.04120176482,0.03364434196,0.01022057358,0.0,0.0,0.0,0.1036786839,0.0,0.002029370999
4,0.6219945795,0.8151402647,3.4,1,49.54940843,1.090559084,0.016216186,-0.06760817099,0.1536332924,-2.135232163,-0.1076578191,0.1666195313,0.2210537968,0.5986672439,0.7925918736,0.135216342,0.0829151227,1.013659428,0.4158034971,0.2114794065,0.16530897,0.08965614357,0.03889049328,0.0,0.0,0.02117743221,0.04402462942,0.0,0.0
5,0.4681327625,0.6383628579,3.1,1,53.91124814,0.9887936085,0.01099528036,-0.03307733294,0.1470835017,26.2462377,-0.499684118,0.03639512034,0.2771042489,0.7576685728,1.005013276,0.06615466588,0.0625942971,0.9288320579,0.5127516663,0.4440090939,0.04825251596,0.003560368782,0.0,0.0,0.0,0.0,0.0625942971,0.0,0.0
6,0.9951913272,0.1473145057,9.1,1,60.57204671,0.9106510924,-0.0007277016498,-0.0849979419,0.1660629746,8.281633796,-0.2909173421,0.1072391106,0.2606138611,0.7555678705,0.9309602328,0.1654910942,0.04299904722,0.8765791578,0.527315521,0.3214900035,0.08215470832,0.1276042923,0.028570031,0.0,0.0,0.02185726989,0.01217662144,0.0,0.002252394778
7,0.4812273852,0.2913553557,5.6,1,51.0511349,0.9888795391,0.01012316702,-0.06886584202,0.2075429329,-0.918119283,-0.1703207502,0.1282331956,0.3065331794,0.6230255376,0.8970244721,0.137731684,0.07616657854,0.9422080875,0.4474012406,0.3991437188,0.0504795127,0.0615651055,0.0,0.02303575635,0.0,0.0,0.07616657854,0.0,0.0
8,0.3862913704,0.6350892022,21.1,1,48.84465269,1.008606993,0.01356074041,-0.03487089895,0.1542591438,16.05927493,-0.384340381,0.1078282569,0.3758521765,0.5833130141,0.9360359729,0.02661035155,0.1083750205,0.9330065524,0.2447085231,0.6862880889,0.005039360873,0.00361839171,0.1043471232,0.0,0.0,0.0,0.0,0.01896406254,0.004027897303
9,0.5041429749,0.6416365136,6.0,1,50.60508662,1.00190497,0.003430237863,-0.05061622539,0.1929651832,20.810735,-0.4396443654,0.1203618615,0.3426539135,0.7297230372,1.091506362,0.1012324508,0.08994696137,0.8072611877,0.4684930904,0.5141327642,0.1088805069,0.01128548941,0.0,0.0,0.0,0.0,0.08994696137,0.0,0.0
10,0.4615854511,0.1898720295,9.0,1,55.50600166,0.8988943228,-0.002572132689,-0.04742178991,0.2068683955,-11.9032736,0.08947637827,0.1547355587,0.3637032524,0.7733682442,1.196963475,0.09484357982,0.0,0.7081929447,0.6329560902,0.4618700151,0.1021373702,0.09484357982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.6285418908,0.216061275,11.2,1,49.8375868,0.9419913695,-0.01716175833,-0.2869728291,0.2667029012,-10.68158523,0.07697952259,0.2095490346,0.2319700486,0.8193529472,0.6914156864,0.4688727226,0.2294823592,0.7391279696,0.2901801114,0.3540463788,0.03481373272,0.3399739848,0.1589497994,0.0,0.01237546352,0.0,0.04327695576,0.0,0.0272556041
12,0.6318155465,0.1996929966,4.1,1,50.80536838,0.9293351267,-0.01840484578,-0.2771423081,0.2623059892,-5.974641105,0.04663999121,0.2043935707,0.2349133031,0.7121927636,0.5709220853,0.4858818827,0.229481851,0.8485003626,0.2208856995,0.2520691668,0.05996662343,0.3510957011,0.1412906379,0.0,0.03800059552,0.0,0.07021553887,0.0,0.01797567428
13,0.8806133783,0.4452171727,8.8,1,53.43526435,1.046452386,0.009154905256,-0.08391312875,0.1723495392,32.43416233,-0.5250461663,0.1318874135,0.453335689,0.6095324777,0.9380128767,0.1678262575,0.1564347229,0.8052444197,0.5090570317,0.3245860139,0.1043698311,0.01439901654,0.003007481967,0.007036580628,0.0,0.0788723835,0.153427241,0.0,0.0
14,0.2946290113,0.7496671511,4.5,1,51.19434851,0.9788362756,0.004239167978,-0.1615206999,0.2331883318,3.869287677,-0.121351481,0.3448381529,0.5310283428,0.4412739382,1.052628308,0.1140674716,0.0842594006,0.6828595662,0.5662622093,0.2817805373,0.2045855618,0.07012541501,0.0437432497,0.1101273098,0.0,0.0,0.005687162847,0.0,0.03482898805
15,0.1735037511,0.3142709454,5.0,1,42.83955272,1.085709814,0.002962034814,-0.05470788896,0.2284047082,9.71172544,-0.2711395095,0.1160780577,0.6756579682,0.3284249691,0.9153055184,0.1094157779,0.03193135241,0.879839005,0.5795059275,0.1943156077,0.1414839832,0.1024794056,0.0304951995,0.001664175566,0.0,0.06878054297,0.001436152915,0.0,0.0
16,0.7136569386,0.9002553124,6.0,1,55.06325759,0.9124042127,-0.01138751178,-0.1407385358,0.1698921851,-13.49509584,0.09943847236,0.1266604162,0.3487266371,0.5889964372,0.8620942644,0.2022892262,0.03078519081,0.9356165094,0.3372688899,0.5147171838,0.01010819065,0.1715040354,0.0,0.0,0.0,0.0,0.01098822944,0.0,0.01979696136
17,0.1636827841,0.4714064181,3.0,1,50.29503293,0.9615122072,0.01824666717,-0.1813984246,0.2002012615,14.38754312,-0.2631359674,0.1525579701,0.2080559236,0.9203927668,1.050173784,0.1931832828,0.2125215956,0.7189933394,0.4071999599,0.5440142998,0.09895952392,0.01831128134,0.04155206905,0.0,0.0,0.0,0.128566135,0.0,0.04240339159
18,0.6972886602,0.3077236341,4.3,1,57.37857139,0.8913812481,-0.003808289932,-0.2775347374,0.2662091531,8.943524038,-0.1277126921,0.3967604074,0.2340026587,0.6854640464,1.182133753,0.1340933596,0.1340933596,0.6837728875,0.5494196862,0.4209631596,0.211750907,0.0,0.0,0.0,0.0,0.0,0.06393067377,0.0,0.07016268587
19,0.4026596488,0.6383628579,8.1,1,51.94458978,1.017476998,0.01867829144,-0.02034114679,0.1463483005,31.16874204,-0.5496910626,0.07247345044,0.2870863054,0.7022835295,0.984875611,0.01062497704,0.07047855708,0.9381567146,0.3195223757,0.6637150132,0.001638222039,0.001246959274,0.06634269732,0.0,0.0,0.0,0.0,0.005242158003,0.004135859758
20,0.5892580227,0.216061275,2.4,1,45.57224087,0.9917160186,-0.0176353439,-0.4032128692,0.1901664181,-8.142861047,0.08235376871,0.2147213876,0.2602963291,0.7385009113,0.8824222366,0.3179374636,0.2447099423,0.7864813721,0.2972687877,0.5228801942,0.0622732547,0.08638644896,0.1208504279,0.0,0.0,0.0,0.001737445697,0.0,0.1221220687
